ASCII Trace IXXAT MiniMon V3  Version: 1.1.4.4543;;;;
Date: 15.06.2022;;;;
Start time: 13:15:12;;;;
Stop time: 13:15:46;;;;
Overruns: 0  Errorframes: 0                                          ;;;;
Baudrate: 250 kbit/s;;;;
Time;Identifier (hex);Format;Flags;Data (hex)
00:15:35.291;284;Std;;31 02 E0 27 4A 20 11 00
00:15:35.296;1AE;Std;;00 00 00 00 00
00:15:35.300;384;Std;;AD 02 F8 01 F5 01 F7 01
00:15:35.306;194;Std;;01 00 24 01 23 01 34 01
00:15:35.307;494;Std;;3A 01 4B 01 0C 01 11 01
00:15:35.307;394;Std;;03 00 03 00 05 00 00 00
00:15:35.308;294;Std;;00 00 01 00 00 00 00 00
00:15:35.309;42E;Std;;11 00 00 00 C0 78 00 10
00:15:35.309;52E;Std;;02 00 F0 0F 11 00 00 00
00:15:35.310;484;Std;;00 00 00 00 00 00 00 00
00:15:35.311;1AD;Std;;0C 00 01 01 05 01 01 00
00:15:35.312;1AF;Std;;00 00 00 00 00 00 00 00
00:15:35.312;189;Std;;00 00 00 00 00 00 00 00
00:15:35.313;24B;Std;;00 00 00 00 00 00 00 00
00:15:35.314;24A;Std;;00 00 00 00 00 00 00 00
00:15:35.314;24C;Std;;00 00 00 00 00 00 00 00
00:15:35.315;289;Std;;00 00 00 00 C4 00 C1 00
00:15:35.317;389;Std;;01 00 01 00 4F 50 00 00
00:15:35.319;489;Std;;00 00 FB FF 00 00 22 01
00:15:35.320;185;Std;;FD B3 49 F0 01 03 BB 33
00:15:35.321;18A;Std;;DA 00 A8 00 D7 00 03 00
00:15:35.323;28A;Std;;07 00 01 00 00 00 00 00
00:15:35.326;38A;Std;;00 00 00 00 00 00 00 00
00:15:35.328;48A;Std;;00 00 00 00 00 40 00 00
00:15:35.330;285;Std;;01 00 90 42 81 00 00 01
00:15:35.332;2AD;Std;;00 00 00 00 00 00 00 00
00:15:35.332;3AD;Std;;00 00 00 00 00 00 00 00
00:15:35.340;385;Std;;00 00 00 00 00 00 00 00
00:15:35.347;80;Std;;
00:15:35.349;18B;Std;;01 00 00 00
00:15:35.349;28B;Std;;1F 00 F3 FF 17 00 58 00
00:15:35.350;29B;Std;;C0 FF BD FF BD FF BD FF
00:15:35.350;1FB;Std;;00 00 05 05 05 05 05 05
00:15:35.351;485;Std;;FA 01 FA 01 CC 02 00 00
00:15:35.351;18F;Std;;00 20 05 00
00:15:35.352;4AD;Std;;20 00 00 00 00 00 00 00
00:15:35.352;48F;Std;;01 00 00 00 00 00
00:15:35.357;202;Std;;00 00 00 00 D4 30 D4 30
00:15:35.357;302;Std;;00 00 CF 08 F4 01 00 00
00:15:35.358;402;Std;;00 00 00 00 00 00 00 00
00:15:35.359;209;Std;;00 00 00 00 D4 30 D4 30
00:15:35.359;309;Std;;00 00 CF 08 2C 01 00 00
00:15:35.360;409;Std;;00 00 00 00 00 00 00 00
00:15:35.360;204;Std;;00 00 00 00 00 00 00 00
00:15:35.361;304;Std;;00 00 00 00 00 00 00 00
00:15:35.361;20F;Std;;00 04 04 04 01 00
00:15:35.362;20B;Std;;81 00 00 00
00:15:35.370;188;Std;;00 02 00 00 00 02 01 41
00:15:35.372;2AE;Std;;00 00 00 00 00 00 00 00
00:15:35.373;3AE;Std;;00 00 00 00 00 00 00 00
00:15:35.373;4AE;Std;;00 00 00 00 00 00 00 00
00:15:35.374;2AF;Std;;00 00 00 00 00 00 00 00
00:15:35.374;3AF;Std;;00 00 00 00 00 00 00 00
00:15:35.381;184;Std;;00 00 00 00 00 07 0F 01
00:15:35.383;182;Std;;00 00 00 00 00 00 00 00
00:15:35.386;282;Std;;00 00 00 00 DC 00 D8 00
00:15:35.388;382;Std;;01 00 01 00 4F 50 00 00
00:15:35.390;482;Std;;00 00 FC FF 00 00 18 01
00:15:35.391;284;Std;;31 02 E0 27 4A 20 11 00
00:15:35.392;183;Std;;E5 00 B9 00 FE 00 03 00
00:15:35.394;283;Std;;01 00 05 00 00 00 00 00
00:15:35.397;383;Std;;00 00 00 00 00 00 00 00
00:15:35.399;483;Std;;00 00 00 00 00 40 00 00
00:15:35.401;384;Std;;AD 02 F8 01 F5 01 F7 01
00:15:35.407;42E;Std;;11 00 00 00 C0 78 00 11
00:15:35.410;484;Std;;00 00 00 00 00 00 00 00
00:15:35.411;1AD;Std;;0C 00 01 01 05 01 01 00
00:15:35.412;1AE;Std;;00 00 00 00 00
00:15:35.412;1AF;Std;;00 00 00 00 00 00 00 00
00:15:35.413;24B;Std;;00 00 00 00 00 00 00 00
00:15:35.413;24A;Std;;00 00 00 00 00 00 00 00
00:15:35.413;712;Std;;5
00:15:35.414;24C;Std;;00 00 00 00 00 00 00 00
00:15:35.420;185;Std;;FD B3 49 F0 01 03 BB 33
00:15:35.422;189;Std;;00 00 00 00 00 00 00 00
00:15:35.425;289;Std;;00 00 00 00 C4 00 C1 00
00:15:35.427;389;Std;;01 00 01 00 4F 50 00 00
00:15:35.429;489;Std;;00 00 FA FF 00 00 22 01
00:15:35.430;285;Std;;01 00 90 42 81 00 00 01
00:15:35.431;18A;Std;;DA 00 A8 00 D7 00 03 00
00:15:35.432;2AD;Std;;00 00 00 00 00 00 00 00
00:15:35.432;3AD;Std;;00 00 00 00 00 00 00 00
00:15:35.433;28A;Std;;07 00 01 00 00 00 00 00
00:15:35.436;38A;Std;;00 00 00 00 00 00 00 00
00:15:35.438;48A;Std;;00 00 00 00 00 40 00 00
00:15:35.440;385;Std;;00 00 00 00 00 00 00 00
00:15:35.447;80;Std;;
00:15:35.448;18B;Std;;01 00 00 00
00:15:35.448;28B;Std;;24 00 F6 FF 12 00 58 00
00:15:35.449;29B;Std;;C0 FF C0 FF C0 FF BD FF
00:15:35.449;1FB;Std;;00 00 05 05 05 05 05 05
00:15:35.450;485;Std;;FA 01 FA 01 CD 02 00 00
00:15:35.451;18F;Std;;00 20 05 00
00:15:35.452;4AD;Std;;20 00 00 00 00 00 00 00
00:15:35.458;202;Std;;00 00 00 00 D4 30 D4 30
00:15:35.458;302;Std;;00 00 CF 18 F4 01 00 00
00:15:35.459;402;Std;;00 00 00 00 00 00 00 00
00:15:35.459;209;Std;;00 00 00 00 D4 30 D4 30
00:15:35.460;309;Std;;00 00 CF 18 2C 01 00 00
00:15:35.460;409;Std;;00 00 00 00 00 00 00 00
00:15:35.461;287;Std;;00 00 00 00 00 00 00 00
00:15:35.461;204;Std;;00 00 00 00 00 00 00 00
00:15:35.462;304;Std;;00 00 00 00 00 00 00 00
00:15:35.462;20F;Std;;00 04 04 04 01 00
00:15:35.463;20B;Std;;81 00 00 00
00:15:35.470;188;Std;;00 02 00 00 00 02 01 42
00:15:35.470;70F;Std;;5
00:15:35.472;2AF;Std;;00 00 00 00 00 00 00 00
00:15:35.473;3AF;Std;;00 00 00 00 00 00 00 00
00:15:35.481;184;Std;;00 00 00 00 00 07 0F 01
00:15:35.491;284;Std;;31 02 E0 27 4A 20 11 00
00:15:35.493;182;Std;;00 00 00 00 00 00 00 00
00:15:35.496;282;Std;;00 00 00 00 DC 00 D8 00
00:15:35.496;2AE;Std;;00 00 00 00 00 00 00 00
00:15:35.497;3AE;Std;;00 00 00 00 00 00 00 00
00:15:35.497;4AE;Std;;00 00 00 00 00 00 00 00
00:15:35.498;382;Std;;01 00 01 00 4F 50 00 00
00:15:35.500;482;Std;;00 00 FD FF 00 00 18 01
00:15:35.501;384;Std;;AD 02 F8 01 F5 01 F6 01
00:15:35.502;183;Std;;E5 00 B9 00 FE 00 03 00
00:15:35.504;283;Std;;01 00 05 00 00 00 00 00
00:15:35.506;22E;Std;;00 00 FF FF 00 07 07 00
00:15:35.507;383;Std;;00 00 00 00 00 00 00 00
00:15:35.507;42E;Std;;11 00 00 00 C0 78 00 12
00:15:35.508;52E;Std;;00 00 00 00 80 24 49 00
00:15:35.509;483;Std;;00 00 00 00 00 00 00 00
00:15:35.510;484;Std;;00 00 00 00 00 00 00 00
00:15:35.512;1AD;Std;;0C 00 01 01 05 01 01 00
00:15:35.512;1AE;Std;;00 00 00 00 00
00:15:35.512;1AF;Std;;00 00 00 00 00 00 00 00
00:15:35.515;24B;Std;;00 00 00 00 00 00 00 00
00:15:35.515;24A;Std;;00 00 00 00 00 00 00 00
00:15:35.516;24C;Std;;00 00 00 00 00 00 00 00
00:15:35.520;185;Std;;FD B3 49 F0 01 03 BB 33
00:15:35.530;709;Std;;5
00:15:35.531;285;Std;;01 00 90 42 81 00 00 01
00:15:35.531;2AD;Std;;00 00 00 00 00 00 00 00
00:15:35.532;3AD;Std;;00 00 00 00 00 00 00 00
00:15:35.532;189;Std;;00 00 00 00 00 00 00 00
00:15:35.535;289;Std;;00 00 00 00 C4 00 C1 00
00:15:35.537;389;Std;;01 00 01 00 4F 50 00 00
00:15:35.539;489;Std;;00 00 FC FF 00 00 22 01
00:15:35.540;385;Std;;00 00 00 00 00 00 00 00
00:15:35.541;18A;Std;;DA 00 A8 00 D7 00 03 00
00:15:35.543;28A;Std;;07 00 01 00 00 00 00 00
00:15:35.546;38A;Std;;00 00 00 00 00 00 00 00
00:15:35.548;48A;Std;;00 00 00 00 00 40 00 00
00:15:35.548;701;Std;;5
00:15:35.548;80;Std;;
00:15:35.550;18B;Std;;01 00 00 00
00:15:35.550;28B;Std;;1F 00 F1 FF 12 00 5D 00
00:15:35.551;29B;Std;;C0 FF C0 FF C0 FF BD FF
00:15:35.551;18F;Std;;00 20 05 00
00:15:35.552;1FB;Std;;00 00 05 05 05 05 05 05
00:15:35.552;485;Std;;FA 01 FA 01 CD 02 00 00
00:15:35.553;48F;Std;;01 00 00 00 00 00
00:15:35.553;4AD;Std;;20 00 00 00 00 00 00 00
00:15:35.558;202;Std;;00 00 00 00 D4 30 D4 30
00:15:35.559;302;Std;;00 00 CF 08 F4 01 00 00
00:15:35.559;402;Std;;00 00 00 00 00 00 00 00
00:15:35.560;209;Std;;00 00 00 00 D4 30 D4 30
00:15:35.560;309;Std;;00 00 CF 08 2C 01 00 00
00:15:35.561;409;Std;;00 00 00 00 00 00 00 00
00:15:35.562;204;Std;;00 00 00 00 00 00 00 00
00:15:35.562;304;Std;;00 00 00 00 00 00 00 00
00:15:35.563;20F;Std;;00 04 04 04 01 00
00:15:35.563;20B;Std;;81 00 00 00
00:15:35.564;214;Std;;02 00 00 00 00 00 00 00
00:15:35.564;314;Std;;00 00 00 00 00 00 00 00
00:15:35.569;188;Std;;00 02 00 00 00 02 01 43
00:15:35.572;2AF;Std;;00 00 00 00 00 00 00 00
00:15:35.573;3AF;Std;;00 00 00 00 00 00 00 00
00:15:35.581;184;Std;;00 00 00 00 00 07 0F 01
00:15:35.591;284;Std;;31 02 E0 27 4A 20 11 00
00:15:35.595;2AE;Std;;00 00 00 00 00 00 00 00
00:15:35.596;3AE;Std;;00 00 00 00 00 00 00 00
00:15:35.597;70B;Std;;5
00:15:35.601;384;Std;;AD 02 F8 01 F5 01 F7 01
00:15:35.601;702;Std;;5
00:15:35.603;182;Std;;00 00 00 00 00 00 00 00
00:15:35.606;282;Std;;00 00 00 00 DC 00 D8 00
00:15:35.607;22E;Std;;00 00 00 00 00 07 07 00
00:15:35.607;42E;Std;;11 00 00 00 C0 78 00 00
00:15:35.608;382;Std;;01 00 01 00 4F 50 00 00
00:15:35.608;52E;Std;;00 DC 00 D8 00 C4 00 C1
00:15:35.610;482;Std;;00 00 FD FF 00 00 18 01
00:15:35.611;484;Std;;00 00 00 00 00 00 00 00
00:15:35.612;1AD;Std;;0C 00 01 01 05 01 01 00
00:15:35.612;1AE;Std;;00 00 00 00 00
00:15:35.613;183;Std;;E5 00 B9 00 FE 00 03 00
00:15:35.613;24B;Std;;00 00 00 00 00 00 00 00
00:15:35.614;4AE;Std;;00 00 00 00 00 00 00 00
00:15:35.614;1AF;Std;;00 00 00 00 00 00 00 00
00:15:35.615;24A;Std;;00 00 00 00 00 00 00 00
00:15:35.615;283;Std;;01 00 05 00 00 00 00 00
00:15:35.616;24C;Std;;00 00 00 00 00 00 00 00
00:15:35.617;383;Std;;00 00 00 00 00 00 00 00
00:15:35.619;483;Std;;00 00 00 00 00 40 00 00
00:15:35.620;185;Std;;FD B3 49 F0 01 03 BB 33
00:15:35.631;285;Std;;01 00 90 42 81 00 00 01
00:15:35.631;2AD;Std;;00 00 00 00 00 00 00 00
00:15:35.632;3AD;Std;;00 00 00 00 00 00 00 00
00:15:35.640;385;Std;;00 00 00 00 00 00 00 00
00:15:35.642;189;Std;;00 00 00 00 00 00 00 00
00:15:35.645;289;Std;;00 00 00 00 C4 00 C1 00
00:15:35.647;389;Std;;01 00 01 00 4F 50 00 00
00:15:35.647;80;Std;;
00:15:35.649;18B;Std;;01 00 00 00
00:15:35.649;28B;Std;;21 00 F6 FF 17 00 5D 00
00:15:35.650;29B;Std;;BD FF C0 FF C0 FF BD FF
00:15:35.650;1FB;Std;;00 00 05 05 05 05 05 05
00:15:35.651;485;Std;;FA 01 FA 01 CD 02 00 00
00:15:35.651;18F;Std;;00 20 05 00
00:15:35.652;489;Std;;00 00 FB FF 00 00 22 01
00:15:35.652;18A;Std;;DA 00 A8 00 D7 00 03 00
00:15:35.653;4AD;Std;;20 00 00 00 00 00 00 00
00:15:35.653;28A;Std;;07 00 01 00 00 00 00 00
00:15:35.656;38A;Std;;00 00 00 00 00 00 00 00
00:15:35.658;202;Std;;00 00 00 00 D4 30 D4 30
00:15:35.658;48A;Std;;00 00 00 00 00 00 00 00
00:15:35.659;302;Std;;00 00 CF 08 F4 01 00 00
00:15:35.659;402;Std;;00 00 00 00 00 00 00 00
00:15:35.660;209;Std;;00 00 00 00 D4 30 D4 30
00:15:35.660;309;Std;;00 00 CF 08 2C 01 00 00
00:15:35.661;409;Std;;00 00 00 00 00 00 00 00
00:15:35.661;204;Std;;00 00 00 00 00 00 00 00
00:15:35.662;304;Std;;00 00 00 00 00 00 00 00
00:15:35.662;20F;Std;;00 04 04 04 01 00
00:15:35.663;20B;Std;;81 00 00 00
00:15:35.669;188;Std;;00 02 00 00 00 02 01 44
00:15:35.670;704;Std;;5
00:15:35.671;70F;Std;;5
00:15:35.672;2AF;Std;;00 00 00 00 00 00 00 00
00:15:35.673;3AF;Std;;00 00 00 00 00 00 00 00
00:15:35.674;392;Std;;00 01 26 34 15 15 16 07
00:15:35.681;184;Std;;00 00 00 00 00 07 0F 01
00:15:35.691;284;Std;;31 02 E0 27 4A 20 11 00
00:15:35.696;2AE;Std;;00 00 00 00 00 00 00 00
00:15:35.696;3AE;Std;;00 00 00 00 00 00 00 00
00:15:35.701;384;Std;;AD 02 F8 01 F5 01 F8 01
00:15:35.708;42E;Std;;11 00 00 00 C0 78 00 01
00:15:35.708;52E;Std;;00 FE 00 D7 00 B9 00 A8
00:15:35.711;484;Std;;00 00 00 00 00 00 00 00
00:15:35.711;1AD;Std;;0C 00 01 01 05 01 01 00
00:15:35.713;24B;Std;;00 00 00 00 00 00 00 00
00:15:35.713;24A;Std;;00 00 00 00 00 00 00 00
00:15:35.714;182;Std;;00 00 00 00 00 00 00 00
00:15:35.714;24C;Std;;00 00 00 00 00 00 00 00
00:15:35.716;282;Std;;00 00 00 00 DC 00 D8 00
00:15:35.718;382;Std;;01 00 01 00 4F 50 00 00
00:15:35.720;482;Std;;00 00 FC FF 00 00 18 01
00:15:35.721;185;Std;;FD B3 49 F0 01 03 BB 33
00:15:35.722;183;Std;;E5 00 B9 00 FE 00 03 00
00:15:35.724;283;Std;;01 00 05 00 00 00 00 00
00:15:35.727;383;Std;;00 00 00 00 00 00 00 00
00:15:35.729;483;Std;;00 00 00 00 00 00 00 00
00:15:35.731;285;Std;;01 00 90 42 81 00 00 01
00:15:35.732;2AD;Std;;00 00 00 00 00 00 00 00
00:15:35.732;3AD;Std;;00 00 00 00 00 00 00 00
00:15:35.733;1AE;Std;;00 00 00 00 00
00:15:35.733;4AE;Std;;00 00 00 00 00 00 00 00
00:15:35.734;1AF;Std;;00 00 00 00 00 00 00 00
00:15:35.741;385;Std;;00 00 00 00 00 00 00 00
00:15:35.747;80;Std;;
00:15:35.748;18B;Std;;01 00 00 00
00:15:35.748;28B;Std;;1F 00 F6 FF 15 00 5D 00
00:15:35.749;29B;Std;;BD FF C0 FF C0 FF BD FF
00:15:35.749;1FB;Std;;00 00 05 05 05 05 05 05
00:15:35.750;72D;Std;;5
00:15:35.751;485;Std;;FA 01 FA 01 CD 02 00 00
00:15:35.751;18F;Std;;00 20 05 00
00:15:35.752;4AD;Std;;20 00 00 00 00 00 00 00
00:15:35.752;28F;Std;;FF 1F 83 00 00 00
00:15:35.753;189;Std;;00 00 00 00 00 00 00 00
00:15:35.753;38F;Std;;00 00 01 03
00:15:35.754;48F;Std;;01 00 00 00 00 00
00:15:35.755;289;Std;;00 00 00 00 C4 00 C1 00
00:15:35.757;389;Std;;01 00 01 00 4F 50 00 00
00:15:35.757;202;Std;;00 00 00 00 D4 30 D4 30
00:15:35.758;302;Std;;00 00 CF 18 F4 01 00 00
00:15:35.758;402;Std;;00 00 00 00 00 00 00 00
00:15:35.759;209;Std;;00 00 00 00 D4 30 D4 30
00:15:35.759;489;Std;;00 00 FA FF 00 00 22 01
00:15:35.760;309;Std;;00 00 CF 18 2C 01 00 00
00:15:35.760;409;Std;;00 00 00 00 00 00 00 00
00:15:35.761;204;Std;;00 00 00 00 00 00 00 00
00:15:35.761;18A;Std;;DA 00 A8 00 D7 00 03 00
00:15:35.762;304;Std;;00 00 00 00 00 00 00 00
00:15:35.762;20F;Std;;00 04 04 04 01 00
00:15:35.763;30F;Std;;76 1D D8 02 DD 36
00:15:35.763;20B;Std;;81 00 00 00
00:15:35.764;28A;Std;;07 00 01 00 00 00 00 00
00:15:35.766;38A;Std;;00 00 00 00 00 00 00 00
00:15:35.768;48A;Std;;00 00 00 00 00 00 00 00
00:15:35.769;188;Std;;00 02 00 00 00 02 01 45
00:15:35.773;2AF;Std;;00 00 00 00 00 00 00 00
00:15:35.773;3AF;Std;;00 00 00 00 00 00 00 00
00:15:35.781;184;Std;;00 00 00 00 00 07 0F 01
00:15:35.791;284;Std;;31 02 E0 27 4A 20 11 00
00:15:35.795;2AE;Std;;00 00 00 00 00 00 00 00
00:15:35.796;3AE;Std;;00 00 00 00 00 00 00 00
00:15:35.801;384;Std;;AD 02 F8 01 F5 01 F7 01
00:15:35.806;194;Std;;01 00 24 01 23 01 34 01
00:15:35.807;494;Std;;3A 01 4B 01 0C 01 11 01
00:15:35.807;394;Std;;02 00 03 00 05 00 00 00
00:15:35.808;294;Std;;00 00 01 00 00 00 00 00
00:15:35.808;42E;Std;;11 00 00 00 C0 78 00 02
00:15:35.809;52E;Std;;00 00 00 00 00 00 00 00
00:15:35.811;484;Std;;00 00 00 00 00 00 00 00
00:15:35.811;1AD;Std;;0C 00 01 01 05 01 01 00
00:15:35.813;24B;Std;;00 00 00 00 00 00 00 00
00:15:35.813;24A;Std;;00 00 00 00 00 00 00 00
00:15:35.814;24C;Std;;00 00 00 00 00 00 00 00
00:15:35.821;185;Std;;FD B3 49 F0 01 03 BB 33
00:15:35.823;182;Std;;00 00 00 00 00 00 00 00
00:15:35.826;282;Std;;00 00 00 00 DC 00 D8 00
00:15:35.828;382;Std;;01 00 01 00 4F 50 00 00
00:15:35.830;482;Std;;00 00 FD FF 00 00 18 01
00:15:35.831;285;Std;;01 00 90 42 81 00 00 01
00:15:35.831;2AD;Std;;00 00 00 00 00 00 00 00
00:15:35.832;3AD;Std;;00 00 00 00 00 00 00 00
00:15:35.832;183;Std;;E5 00 B9 00 FE 00 03 00
00:15:35.834;283;Std;;01 00 05 00 00 00 00 00
00:15:35.837;383;Std;;00 00 00 00 00 00 00 00
00:15:35.839;483;Std;;00 00 00 00 00 00 00 00
00:15:35.841;385;Std;;00 00 00 00 00 00 00 00
00:15:35.847;80;Std;;
00:15:35.850;18B;Std;;01 00 00 00
00:15:35.850;28B;Std;;1F 00 F3 FF 0D 00 5D 00
00:15:35.851;29B;Std;;C0 FF BD FF C0 FF BA FF
00:15:35.851;18F;Std;;00 20 05 00
00:15:35.852;1FB;Std;;00 00 05 05 05 05 05 05
00:15:35.852;485;Std;;FA 01 FA 01 CC 02 00 00
00:15:35.853;4AD;Std;;20 00 00 00 00 00 00 00
00:15:35.853;1AE;Std;;00 00 00 00 00
00:15:35.853;4AE;Std;;00 00 00 00 00 00 00 00
00:15:35.854;1AF;Std;;00 00 00 00 00 00 00 00
00:15:35.858;202;Std;;00 00 00 00 D4 30 D4 30
00:15:35.859;302;Std;;00 00 CF 08 F4 01 00 00
00:15:35.859;402;Std;;00 00 00 00 00 00 00 00
00:15:35.860;209;Std;;00 00 00 00 D4 30 D4 30
00:15:35.860;309;Std;;00 00 CF 08 2C 01 00 00
00:15:35.861;187;Std;;00 00 00 00 00 00 00 00
00:15:35.861;409;Std;;00 00 00 00 00 00 00 00
00:15:35.862;204;Std;;00 00 00 00 00 00 00 00
00:15:35.862;304;Std;;00 00 00 00 00 00 00 00
00:15:35.863;189;Std;;00 00 00 00 00 00 00 00
00:15:35.863;20F;Std;;00 04 04 04 01 00
00:15:35.864;20B;Std;;81 00 00 00
00:15:35.864;22E;Std;;00 00 FF FF 00 07 07 00
00:15:35.865;289;Std;;00 00 00 00 C4 00 C1 00
00:15:35.867;389;Std;;01 00 01 00 4F 50 00 00
00:15:35.869;489;Std;;00 00 FA FF 00 00 22 01
00:15:35.870;188;Std;;00 02 00 00 00 02 01 46
00:15:35.871;70F;Std;;5
00:15:35.871;18A;Std;;DA 00 A8 00 D7 00 03 00
00:15:35.872;2AF;Std;;00 00 00 00 00 00 00 00
00:15:35.873;3AF;Std;;00 00 00 00 00 00 00 00
00:15:35.873;28A;Std;;07 00 01 00 00 00 00 00
00:15:35.876;38A;Std;;00 00 00 00 00 00 00 00
00:15:35.878;48A;Std;;00 00 00 00 00 40 00 00
00:15:35.881;184;Std;;00 00 00 00 00 07 0F 01
00:15:35.891;284;Std;;31 02 E0 27 4A 20 11 00
00:15:35.896;2AE;Std;;00 00 00 00 00 00 00 00
00:15:35.896;3AE;Std;;00 00 00 00 00 00 00 00
00:15:35.901;384;Std;;AC 02 F8 01 F5 01 F7 01
00:15:35.908;22E;Std;;00 00 00 00 00 07 07 00
00:15:35.909;42E;Std;;11 00 00 00 C0 78 00 03
00:15:35.911;484;Std;;00 00 00 00 00 00 00 00
00:15:35.911;1AD;Std;;0C 00 01 01 05 01 01 00
00:15:35.913;24B;Std;;00 00 00 00 00 00 00 00
00:15:35.913;24A;Std;;00 00 00 00 00 00 00 00
00:15:35.914;712;Std;;5
00:15:35.914;24C;Std;;00 00 00 00 00 00 00 00
00:15:35.921;185;Std;;FD B3 49 F0 01 03 BB 33
00:15:35.931;285;Std;;01 00 90 42 81 00 00 01
00:15:35.931;2AD;Std;;00 00 00 00 00 00 00 00
00:15:35.932;3AD;Std;;00 00 00 00 00 00 00 00
00:15:35.933;182;Std;;00 00 00 00 00 00 00 00
00:15:35.936;282;Std;;00 00 00 00 DC 00 D8 00
00:15:35.938;382;Std;;01 00 01 00 4F 50 00 00
00:15:35.940;482;Std;;00 00 FD FF 00 00 18 01
00:15:35.941;385;Std;;00 00 00 00 00 00 00 00
00:15:35.942;183;Std;;E5 00 B9 00 FE 00 03 00
00:15:35.944;283;Std;;01 00 05 00 00 00 00 00
00:15:35.946;80;Std;;
00:15:35.947;383;Std;;00 00 00 00 00 00 00 00
00:15:35.949;483;Std;;00 00 00 00 00 00 00 00
00:15:35.949;18B;Std;;01 00 00 00
00:15:35.950;28B;Std;;21 00 F6 FF 12 00 64 00
00:15:35.950;29B;Std;;C0 FF C0 FF C0 FF BD FF
00:15:35.951;1FB;Std;;00 00 05 05 05 05 05 05
00:15:35.951;18F;Std;;00 20 05 00
00:15:35.951;485;Std;;FA 01 FA 01 CD 02 00 00
00:15:35.952;48F;Std;;01 00 00 00 00 00
00:15:35.952;4AD;Std;;20 00 00 00 00 00 00 00
00:15:35.953;1AE;Std;;00 00 00 00 00
00:15:35.953;4AE;Std;;00 00 00 00 00 00 00 00
00:15:35.954;1AF;Std;;00 00 00 00 00 00 00 00
00:15:35.956;202;Std;;00 00 00 00 D4 30 D4 30
00:15:35.957;302;Std;;00 00 CF 18 F4 01 00 00
00:15:35.957;402;Std;;00 00 00 00 00 00 00 00
00:15:35.958;209;Std;;00 00 00 00 D4 30 D4 30
00:15:35.958;309;Std;;00 00 CF 18 2C 01 00 00
00:15:35.959;409;Std;;00 00 00 00 00 00 00 00
00:15:35.959;204;Std;;00 00 00 00 00 00 00 00
00:15:35.960;304;Std;;00 00 00 00 00 00 00 00
00:15:35.960;20F;Std;;00 04 04 04 01 00
00:15:35.961;20B;Std;;81 00 00 00
00:15:35.969;188;Std;;00 02 00 00 00 02 01 47
00:15:35.972;2AF;Std;;00 00 00 00 00 00 00 00
00:15:35.973;189;Std;;00 00 00 00 00 00 00 00
00:15:35.973;3AF;Std;;00 00 00 00 00 00 00 00
00:15:35.975;289;Std;;00 00 00 00 C4 00 C1 00
00:15:35.977;389;Std;;01 00 01 00 4F 50 00 00
00:15:35.979;489;Std;;00 00 FA FF 00 00 22 01
00:15:35.981;184;Std;;00 00 00 00 00 07 0F 01
00:15:35.982;18A;Std;;DA 00 A8 00 D7 00 03 00
00:15:35.983;28A;Std;;07 00 01 00 00 00 00 00
00:15:35.986;38A;Std;;00 00 00 00 00 00 00 00
00:15:35.988;48A;Std;;00 00 00 00 00 00 00 00
00:15:35.991;284;Std;;31 02 E0 27 4A 20 11 00
00:15:35.996;2AE;Std;;00 00 00 00 00 00 00 00
00:15:35.996;3AE;Std;;00 00 00 00 00 00 00 00
00:15:36.001;384;Std;;AC 02 F8 01 F5 01 F7 01
00:15:36.009;42E;Std;;11 00 00 00 C0 78 00 04
00:15:36.010;52E;Std;;00 01 00 05 00 07 00 01
00:15:36.011;484;Std;;00 00 00 00 00 00 00 00
00:15:36.011;1AD;Std;;0C 00 01 01 05 01 01 00
00:15:36.015;24B;Std;;00 00 00 00 00 00 00 00
00:15:36.016;24A;Std;;00 00 00 00 00 00 00 00
00:15:36.016;24C;Std;;00 00 00 00 00 00 00 00
00:15:36.021;185;Std;;FD B3 49 F0 01 03 BB 33
00:15:36.031;285;Std;;01 00 90 42 81 00 00 01
00:15:36.031;2AD;Std;;00 00 00 00 00 00 00 00
00:15:36.032;3AD;Std;;00 00 00 00 00 00 00 00
00:15:36.036;709;Std;;5
00:15:36.041;385;Std;;00 00 00 00 00 00 00 00
00:15:36.043;182;Std;;00 00 00 00 00 00 00 00
00:15:36.045;80;Std;;
00:15:36.046;282;Std;;00 00 00 00 DC 00 D8 00
00:15:36.048;382;Std;;01 00 01 00 4F 50 00 00
00:15:36.048;18B;Std;;01 00 00 00
00:15:36.049;28B;Std;;21 00 F3 FF 0D 00 5D 00
00:15:36.049;29B;Std;;C0 FF C0 FF C0 FF BD FF
00:15:36.050;1FB;Std;;00 00 05 05 05 05 05 05
00:15:36.050;482;Std;;00 00 FB FF 00 00 18 01
00:15:36.051;485;Std;;FA 01 FA 01 CC 02 00 00
00:15:36.051;18F;Std;;00 20 05 00
00:15:36.052;4AD;Std;;20 00 00 00 00 00 00 00
00:15:36.052;183;Std;;E5 00 B9 00 FE 00 03 00
00:15:36.053;1AE;Std;;00 00 00 00 00
00:15:36.053;4AE;Std;;00 00 00 00 00 00 00 00
00:15:36.054;1AF;Std;;00 00 00 00 00 00 00 00
00:15:36.054;283;Std;;01 00 05 00 00 00 00 00
00:15:36.055;202;Std;;00 00 00 00 D4 30 D4 30
00:15:36.056;302;Std;;00 00 CF 08 F4 01 00 00
00:15:36.056;402;Std;;00 00 00 00 00 00 00 00
