ASCII Trace IXXAT MiniMon V3  Version: 1.1.4.4543
Date: 15.06.2022
Start time: 13:46:20
Stop time: 13:46:35
Overruns: 0  Errorframes: 0                                          
Baudrate: 250 kbit/s
"Time";"Identifier (hex)";"Format";"Flags";"Data (hex)"
"00:46:45.601";"28B";"Std";"";"24 00 F6 FF 15 00 5A 00"
"00:46:45.601";"29B";"Std";"";"BD FF C0 FF BD FF BD FF"
"00:46:45.601";"1FB";"Std";"";"00 00 05 05 05 05 05 05"
"00:46:45.606";"202";"Std";"";"00 00 00 00 D4 30 D4 30"
"00:46:45.607";"302";"Std";"";"00 00 4F 08 F4 01 00 00"
"00:46:45.607";"402";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.608";"209";"Std";"";"00 00 00 00 D4 30 D4 30"
"00:46:45.608";"309";"Std";"";"00 00 4F 08 2C 01 00 00"
"00:46:45.609";"409";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.609";"20F";"Std";"";"00 04 04 04 01 00"
"00:46:45.610";"20B";"Std";"";"81 00 00 00"
"00:46:45.610";"22E";"Std";"";"00 00 FF FF 00 07 07 00"
"00:46:45.612";"182";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.614";"282";"Std";"";"00 00 00 00 DC 00 D8 00"
"00:46:45.616";"382";"Std";"";"01 00 01 00 4F 50 00 00"
"00:46:45.618";"482";"Std";"";"00 00 FD FF 00 00 1C 01"
"00:46:45.621";"183";"Std";"";"E7 00 BA 00 FC 00 03 00"
"00:46:45.623";"283";"Std";"";"02 00 05 00 00 00 00 00"
"00:46:45.625";"383";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.627";"483";"Std";"";"00 00 00 00 00 40 00 00"
"00:46:45.632";"18F";"Std";"";"00 20 05 00"
"00:46:45.635";"72D";"Std";"";"05"
"00:46:45.636";"1AD";"Std";"";"0C 00 01 01 05 01 01 00"
"00:46:45.637";"3AD";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.637";"4AD";"Std";"";"20 00 00 00 00 00 00 00"
"00:46:45.648";"189";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.648";"188";"Std";"";"00 02 00 00 00 02 01 5F"
"00:46:45.650";"289";"Std";"";"00 00 00 00 C4 00 C1 00"
"00:46:45.651";"70F";"Std";"";"05"
"00:46:45.652";"389";"Std";"";"01 00 01 00 4F 50 00 00"
"00:46:45.654";"489";"Std";"";"00 00 FA FF 00 00 25 01"
"00:46:45.656";"2AD";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.657";"18A";"Std";"";"D9 00 A9 00 D6 00 03 00"
"00:46:45.657";"1AE";"Std";"";"00 00 00 00 00"
"00:46:45.658";"22E";"Std";"";"00 00 00 00 00 07 07 00"
"00:46:45.658";"2AE";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.659";"42E";"Std";"";"11 00 00 00 C0 A0 00 03"
"00:46:45.659";"28A";"Std";"";"07 00 01 00 00 00 00 00"
"00:46:45.661";"38A";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.663";"48A";"Std";"";"00 00 00 00 00 40 00 00"
"00:46:45.664";"24B";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.664";"24A";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.665";"24C";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.681";"4AE";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.682";"2AF";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.682";"3AF";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.696";"3AE";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.697";"1AF";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.697";"80";"Std";"";""
"00:46:45.699";"18B";"Std";"";"01 00 00 00"
"00:46:45.699";"28B";"Std";"";"1F 00 F3 FF 15 00 5D 00"
"00:46:45.700";"29B";"Std";"";"BD FF C0 FF C0 FF BD FF"
"00:46:45.700";"1FB";"Std";"";"00 00 05 05 05 05 05 05"
"00:46:45.706";"202";"Std";"";"00 00 00 00 D4 30 D4 30"
"00:46:45.707";"302";"Std";"";"00 00 4F 18 F4 01 00 00"
"00:46:45.707";"402";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.708";"209";"Std";"";"00 00 00 00 D4 30 D4 30"
"00:46:45.708";"309";"Std";"";"00 00 4F 18 2C 01 00 00"
"00:46:45.709";"409";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.709";"20F";"Std";"";"00 04 04 04 01 00"
"00:46:45.710";"20B";"Std";"";"81 00 00 00"
"00:46:45.710";"214";"Std";"";"02 00 00 00 00 00 00 00"
"00:46:45.711";"314";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.711";"709";"Std";"";"05"
"00:46:45.722";"182";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.724";"282";"Std";"";"00 00 00 00 DC 00 D8 00"
"00:46:45.726";"382";"Std";"";"01 00 01 00 4F 50 00 00"
"00:46:45.728";"482";"Std";"";"00 00 FB FF 00 00 1C 01"
"00:46:45.731";"183";"Std";"";"E7 00 BA 00 FC 00 03 00"
"00:46:45.732";"18F";"Std";"";"00 20 05 00"
"00:46:45.732";"28F";"Std";"";"FF 1F 83 00 00 00"
"00:46:45.733";"283";"Std";"";"02 00 05 00 00 00 00 00"
"00:46:45.733";"38F";"Std";"";"00 00 01 03"
"00:46:45.734";"48F";"Std";"";"01 00 00 00 00 00"
"00:46:45.735";"383";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.736";"1AD";"Std";"";"0C 00 01 01 05 01 01 00"
"00:46:45.737";"3AD";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.737";"483";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.738";"4AD";"Std";"";"20 00 00 00 00 00 00 00"
"00:46:45.748";"188";"Std";"";"00 02 00 00 00 02 01 60"
"00:46:45.756";"2AD";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.757";"1AE";"Std";"";"00 00 00 00 00"
"00:46:45.757";"2AE";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.758";"189";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.758";"42E";"Std";"";"11 00 00 00 C0 A0 00 04"
"00:46:45.759";"52E";"Std";"";"00 02 00 05 00 07 00 01"
"00:46:45.760";"289";"Std";"";"00 00 00 00 C4 00 C1 00"
"00:46:45.762";"389";"Std";"";"01 00 01 00 4F 50 00 00"
"00:46:45.764";"489";"Std";"";"00 00 FA FF 00 00 25 01"
"00:46:45.765";"24B";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.765";"24A";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.766";"24C";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.766";"18A";"Std";"";"D9 00 A9 00 D6 00 03 00"
"00:46:45.769";"28A";"Std";"";"07 00 01 00 00 00 00 00"
"00:46:45.771";"38A";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.773";"48A";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.781";"4AE";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.782";"2AF";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.782";"3AF";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.785";"702";"Std";"";"05"
"00:46:45.789";"392";"Std";"";"00 01 74 34 15 15 16 07"
"00:46:45.796";"3AE";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.797";"1AF";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.797";"80";"Std";"";""
"00:46:45.798";"18B";"Std";"";"01 00 00 00"
"00:46:45.798";"28B";"Std";"";"1C 00 F6 FF 15 00 55 00"
"00:46:45.799";"29B";"Std";"";"C0 FF BD FF C0 FF BD FF"
"00:46:45.799";"1FB";"Std";"";"00 00 05 05 05 05 05 05"
"00:46:45.807";"202";"Std";"";"00 00 00 00 D4 30 D4 30"
"00:46:45.807";"302";"Std";"";"00 00 4F 08 F4 01 00 00"
"00:46:45.808";"402";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.808";"209";"Std";"";"00 00 00 00 D4 30 D4 30"
"00:46:45.809";"309";"Std";"";"00 00 4F 08 2C 01 00 00"
"00:46:45.809";"409";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.810";"20F";"Std";"";"00 04 04 04 01 00"
"00:46:45.810";"20B";"Std";"";"81 00 00 00"
"00:46:45.811";"22E";"Std";"";"00 00 FF FF 00 07 07 00"
"00:46:45.832";"182";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.832";"18F";"Std";"";"00 20 05 00"
"00:46:45.834";"282";"Std";"";"00 00 00 00 DC 00 D8 00"
"00:46:45.836";"1AD";"Std";"";"0C 00 01 01 05 01 01 00"
"00:46:45.837";"382";"Std";"";"01 00 01 00 4F 50 00 00"
"00:46:45.837";"3AD";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.838";"4AD";"Std";"";"20 00 00 00 00 00 00 00"
"00:46:45.838";"482";"Std";"";"00 00 FD FF 00 00 1C 01"
"00:46:45.841";"183";"Std";"";"E7 00 BA 00 FC 00 03 00"
"00:46:45.843";"283";"Std";"";"02 00 05 00 00 00 00 00"
"00:46:45.845";"383";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.847";"483";"Std";"";"00 00 00 00 00 40 00 00"
"00:46:45.848";"188";"Std";"";"00 02 00 00 00 02 01 61"
"00:46:45.851";"70F";"Std";"";"05"
"00:46:45.856";"2AD";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.857";"1AE";"Std";"";"00 00 00 00 00"
"00:46:45.857";"2AE";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.858";"42E";"Std";"";"11 00 00 00 C0 A0 00 05"
"00:46:45.858";"52E";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.861";"24B";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.862";"24A";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.862";"24C";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.868";"189";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.870";"289";"Std";"";"00 00 00 00 C4 00 C1 00"
"00:46:45.872";"389";"Std";"";"01 00 01 00 4F 50 00 00"
"00:46:45.874";"489";"Std";"";"00 00 FA FF 00 00 25 01"
"00:46:45.876";"18A";"Std";"";"D9 00 A9 00 D6 00 03 00"
"00:46:45.879";"28A";"Std";"";"07 00 01 00 00 00 00 00"
"00:46:45.881";"38A";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.881";"4AE";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.882";"2AF";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.882";"3AF";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.883";"48A";"Std";"";"00 00 00 00 00 40 00 00"
"00:46:45.888";"194";"Std";"";"01 00 26 01 26 01 36 01"
"00:46:45.888";"494";"Std";"";"39 01 4B 01 0D 01 12 01"
"00:46:45.889";"394";"Std";"";"03 00 03 00 07 00 00 00"
"00:46:45.889";"294";"Std";"";"00 00 01 00 00 00 00 00"
"00:46:45.896";"3AE";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.897";"1AF";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.898";"80";"Std";"";""
"00:46:45.900";"18B";"Std";"";"01 00 00 00"
"00:46:45.900";"28B";"Std";"";"1C 00 F6 FF 15 00 5A 00"
"00:46:45.901";"29B";"Std";"";"BD FF C0 FF C0 FF BD FF"
"00:46:45.901";"1FB";"Std";"";"00 00 05 05 05 05 05 05"
"00:46:45.907";"202";"Std";"";"00 00 00 00 D4 30 D4 30"
"00:46:45.908";"302";"Std";"";"00 00 4F 18 F4 01 00 00"
"00:46:45.908";"402";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.909";"209";"Std";"";"00 00 00 00 D4 30 D4 30"
"00:46:45.909";"309";"Std";"";"00 00 4F 18 2C 01 00 00"
"00:46:45.910";"409";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.910";"20F";"Std";"";"00 04 04 04 01 00"
"00:46:45.911";"30F";"Std";"";"AE A6 F4 02 DD 36"
"00:46:45.911";"20B";"Std";"";"81 00 00 00"
"00:46:45.912";"22E";"Std";"";"00 00 00 00 00 07 07 00"
"00:46:45.932";"18F";"Std";"";"00 20 05 00"
"00:46:45.932";"48F";"Std";"";"01 00 00 00 00 00"
"00:46:45.936";"3AD";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.937";"4AD";"Std";"";"20 00 00 00 00 00 00 00"
"00:46:45.942";"182";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.944";"282";"Std";"";"00 00 00 00 DC 00 D8 00"
"00:46:45.946";"382";"Std";"";"01 00 01 00 4F 50 00 00"
"00:46:45.947";"708";"Std";"";"05"
"00:46:45.948";"188";"Std";"";"00 02 00 00 00 02 01 62"
"00:46:45.948";"482";"Std";"";"00 00 FD FF 00 00 1C 01"
"00:46:45.951";"183";"Std";"";"E7 00 BA 00 FC 00 03 00"
"00:46:45.953";"283";"Std";"";"01 00 05 00 00 00 00 00"
"00:46:45.955";"383";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.956";"1AD";"Std";"";"0C 00 01 01 05 01 01 00"
"00:46:45.957";"2AD";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.957";"1AE";"Std";"";"00 00 00 00 00"
"00:46:45.958";"2AE";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.958";"42E";"Std";"";"11 00 00 00 C0 A0 00 06"
"00:46:45.959";"483";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.961";"24B";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.961";"24A";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.962";"24C";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.978";"189";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.980";"289";"Std";"";"00 00 00 00 C4 00 C1 00"
"00:46:45.981";"2AF";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.982";"3AF";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.982";"389";"Std";"";"01 00 01 00 4F 50 00 00"
"00:46:45.984";"489";"Std";"";"00 00 FA FF 00 00 25 01"
"00:46:45.986";"18A";"Std";"";"D9 00 A9 00 D6 00 03 00"
"00:46:45.987";"70B";"Std";"";"05"
"00:46:45.989";"28A";"Std";"";"07 00 01 00 00 00 00 00"
"00:46:45.991";"38A";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.993";"48A";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.997";"3AE";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.997";"4AE";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.998";"1AF";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:45.998";"701";"Std";"";"05"
"00:46:45.999";"80";"Std";"";""
"00:46:46.002";"18B";"Std";"";"01 00 00 00"
"00:46:46.003";"28B";"Std";"";"1F 00 F6 FF 12 00 5A 00"
"00:46:46.003";"29B";"Std";"";"BD FF C0 FF BD FF BD FF"
"00:46:46.003";"1FB";"Std";"";"00 00 05 05 05 05 05 05"
"00:46:46.008";"202";"Std";"";"00 00 00 00 D4 30 D4 30"
"00:46:46.009";"302";"Std";"";"00 00 4F 08 F4 01 00 00"
"00:46:46.009";"402";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:46.010";"209";"Std";"";"00 00 00 00 D4 30 D4 30"
"00:46:46.010";"309";"Std";"";"00 00 4F 08 2C 01 00 00"
"00:46:46.011";"409";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:46.011";"20F";"Std";"";"00 04 04 04 01 00"
"00:46:46.012";"20B";"Std";"";"81 00 00 00"
"00:46:46.029";"712";"Std";"";"05"
"00:46:46.032";"18F";"Std";"";"00 20 05 00"
"00:46:46.036";"3AD";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:46.037";"4AD";"Std";"";"20 00 00 00 00 00 00 00"
"00:46:46.048";"188";"Std";"";"00 02 00 00 00 02 01 63"
"00:46:46.051";"70F";"Std";"";"05"
"00:46:46.052";"182";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:46.054";"282";"Std";"";"00 00 00 00 DC 00 D8 00"
"00:46:46.056";"1AD";"Std";"";"0C 00 01 01 05 01 01 00"
"00:46:46.056";"2AD";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:46.057";"1AE";"Std";"";"00 00 00 00 00"
"00:46:46.057";"2AE";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:46.058";"382";"Std";"";"01 00 01 00 4F 50 00 00"
"00:46:46.058";"42E";"Std";"";"11 00 00 00 C0 A0 00 07"
"00:46:46.059";"482";"Std";"";"00 00 FD FF 00 00 1C 01"
"00:46:46.059";"52E";"Std";"";"30 D4 30 D4 30 D4 30 D4"
"00:46:46.060";"24B";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:46.061";"183";"Std";"";"EC 00 BA 00 FC 00 03 00"
"00:46:46.061";"24A";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:46.062";"24C";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:46.063";"283";"Std";"";"02 00 05 00 00 00 00 00"
"00:46:46.065";"383";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:46.067";"483";"Std";"";"00 00 00 00 00 40 00 00"
"00:46:46.081";"2AF";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:46.082";"3AF";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:46.088";"189";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:46.090";"289";"Std";"";"00 00 00 00 C4 00 C1 00"
"00:46:46.092";"389";"Std";"";"01 00 01 00 4F 50 00 00"
"00:46:46.094";"489";"Std";"";"00 00 FA FF 00 00 25 01"
"00:46:46.096";"3AE";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:46.097";"18A";"Std";"";"D9 00 A9 00 D6 00 03 00"
"00:46:46.097";"4AE";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:46.098";"80";"Std";"";""
"00:46:46.099";"28A";"Std";"";"07 00 01 00 00 00 00 00"
"00:46:46.101";"38A";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:46.101";"18B";"Std";"";"01 00 00 00"
"00:46:46.102";"28B";"Std";"";"1F 00 F3 FF 12 00 5A 00"
"00:46:46.102";"29B";"Std";"";"C2 FF C0 FF BD FF BD FF"
"00:46:46.103";"1FB";"Std";"";"00 00 05 05 05 05 05 05"
"00:46:46.103";"48A";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:46.107";"202";"Std";"";"00 00 00 00 D4 30 D4 30"
"00:46:46.108";"302";"Std";"";"00 00 4F 08 F4 01 00 00"
"00:46:46.108";"402";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:46.109";"209";"Std";"";"00 00 00 00 D4 30 D4 30"
"00:46:46.109";"309";"Std";"";"00 00 4F 08 2C 01 00 00"
"00:46:46.110";"409";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:46.110";"20F";"Std";"";"00 04 04 04 01 00"
"00:46:46.111";"20B";"Std";"";"81 00 00 00"
"00:46:46.117";"1AF";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:46.132";"18F";"Std";"";"00 20 05 00"
"00:46:46.132";"48F";"Std";"";"01 00 00 00 00 00"
"00:46:46.135";"72D";"Std";"";"05"
"00:46:46.136";"3AD";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:46.137";"4AD";"Std";"";"20 00 00 00 00 00 00 00"
"00:46:46.148";"188";"Std";"";"00 02 00 00 00 02 01 64"
"00:46:46.156";"1AD";"Std";"";"0C 00 01 01 05 01 01 00"
"00:46:46.156";"2AD";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:46.157";"1AE";"Std";"";"00 00 00 00 00"
"00:46:46.157";"2AE";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:46.158";"42E";"Std";"";"11 00 00 00 C0 A0 00 08"
"00:46:46.158";"52E";"Std";"";"05 00 01 08 01 22 00 00"
"00:46:46.162";"182";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:46.164";"24B";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:46.164";"282";"Std";"";"00 00 00 00 DC 00 D8 00"
"00:46:46.165";"24A";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:46.165";"24C";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:46.166";"382";"Std";"";"01 00 01 00 4F 50 00 00"
"00:46:46.168";"482";"Std";"";"00 00 FC FF 00 00 1C 01"
"00:46:46.171";"183";"Std";"";"E7 00 BA 00 FC 00 03 00"
"00:46:46.173";"283";"Std";"";"01 00 05 00 00 00 00 00"
"00:46:46.175";"383";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:46.177";"483";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:46.181";"2AF";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:46.182";"3AF";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:46.196";"3AE";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:46.197";"4AE";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:46.197";"80";"Std";"";""
"00:46:46.198";"189";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:46.200";"289";"Std";"";"00 00 00 00 C4 00 C1 00"
"00:46:46.200";"18B";"Std";"";"01 00 00 00"
"00:46:46.201";"28B";"Std";"";"1C 00 F3 FF 12 00 58 00"
"00:46:46.201";"29B";"Std";"";"C0 FF C2 FF C0 FF C0 FF"
"00:46:46.202";"1FB";"Std";"";"00 00 05 05 05 05 05 05"
"00:46:46.202";"389";"Std";"";"01 00 01 00 4F 50 00 00"
"00:46:46.204";"489";"Std";"";"00 00 FA FF 00 00 25 01"
"00:46:46.206";"202";"Std";"";"00 00 00 00 D4 30 D4 30"
"00:46:46.207";"18A";"Std";"";"D9 00 A9 00 D6 00 03 00"
"00:46:46.207";"302";"Std";"";"00 00 4F 18 F4 01 00 00"
"00:46:46.208";"402";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:46.208";"209";"Std";"";"00 00 00 00 D4 30 D4 30"
"00:46:46.209";"28A";"Std";"";"07 00 01 00 00 00 00 00"
"00:46:46.209";"309";"Std";"";"00 00 4F 18 2C 01 00 00"
"00:46:46.210";"409";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:46.210";"20F";"Std";"";"00 04 04 04 01 00"
"00:46:46.211";"38A";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:46.211";"20B";"Std";"";"81 00 00 00"
"00:46:46.212";"214";"Std";"";"02 00 00 00 00 00 00 00"
"00:46:46.212";"314";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:46.213";"48A";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:46.218";"1AF";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:46.218";"709";"Std";"";"05"
"00:46:46.232";"18F";"Std";"";"00 20 05 00"
"00:46:46.232";"28F";"Std";"";"FF 1F 83 00 00 00"
"00:46:46.233";"38F";"Std";"";"00 00 01 03"
"00:46:46.236";"3AD";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:46.237";"4AD";"Std";"";"20 00 00 00 00 00 00 00"
"00:46:46.248";"188";"Std";"";"00 02 00 00 00 02 01 00"
"00:46:46.251";"70F";"Std";"";"05"
"00:46:46.256";"1AD";"Std";"";"0C 00 01 01 05 01 01 00"
"00:46:46.257";"2AD";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:46.257";"1AE";"Std";"";"00 00 00 00 00"
"00:46:46.257";"2AE";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:46.258";"22E";"Std";"";"00 00 FF FF 00 07 07 00"
"00:46:46.259";"42E";"Std";"";"11 00 00 00 C0 A0 00 09"
"00:46:46.259";"52E";"Std";"";"FF FB 02 0D 00 BC 01 82"
"00:46:46.263";"24B";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:46.263";"24A";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:46.264";"24C";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:46.272";"182";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:46.274";"282";"Std";"";"00 00 00 00 DC 00 D8 00"
"00:46:46.276";"382";"Std";"";"01 00 01 00 4F 50 00 00"
"00:46:46.278";"482";"Std";"";"00 00 FD FF 00 00 1C 01"
"00:46:46.281";"183";"Std";"";"E7 00 BA 00 FC 00 03 00"
"00:46:46.281";"2AF";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:46.282";"3AF";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:46.283";"283";"Std";"";"01 00 05 00 00 00 00 00"
"00:46:46.285";"383";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:46.287";"483";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:46.291";"702";"Std";"";"05"
"00:46:46.296";"3AE";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:46.297";"4AE";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:46.297";"80";"Std";"";""
"00:46:46.299";"18B";"Std";"";"01 00 00 00"
"00:46:46.300";"28B";"Std";"";"1F 00 F3 FF 15 00 58 00"
"00:46:46.300";"29B";"Std";"";"BD FF C2 FF BA FF BA FF"
"00:46:46.300";"100";"Std";"";"3F A8 F4 02 DD 36"
"00:46:46.301";"1FB";"Std";"";"00 00 05 05 05 05 05 05"
"00:46:46.308";"189";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:46.308";"202";"Std";"";"00 00 00 00 D4 30 D4 30"
"00:46:46.309";"302";"Std";"";"00 00 4F 08 F4 01 00 00"
"00:46:46.309";"402";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:46.310";"209";"Std";"";"00 00 00 00 D4 30 D4 30"
"00:46:46.310";"289";"Std";"";"00 00 00 00 C4 00 C1 00"
"00:46:46.311";"309";"Std";"";"00 00 4F 08 2C 01 00 00"
"00:46:46.311";"409";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:46.312";"20F";"Std";"";"00 04 04 04 01 00"
"00:46:46.312";"389";"Std";"";"01 00 01 00 4F 50 00 00"
"00:46:46.313";"20B";"Std";"";"81 00 00 00"
"00:46:46.314";"489";"Std";"";"00 00 FA FF 00 00 25 01"
"00:46:46.316";"18A";"Std";"";"D9 00 A9 00 D6 00 03 00"
"00:46:46.317";"1AF";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:46.319";"28A";"Std";"";"07 00 01 00 00 00 00 00"
"00:46:46.321";"38A";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:46.323";"48A";"Std";"";"00 00 00 00 00 40 00 00"
"00:46:46.332";"18F";"Std";"";"00 20 05 00"
"00:46:46.332";"48F";"Std";"";"01 00 00 00 00 00"
"00:46:46.336";"3AD";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:46.337";"4AD";"Std";"";"20 00 00 00 00 00 00 00"
"00:46:46.347";"188";"Std";"";"00 02 00 00 00 02 01 01"
"00:46:46.356";"1AD";"Std";"";"0C 00 01 01 05 01 01 00"
"00:46:46.357";"2AD";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:46.357";"1AE";"Std";"";"00 00 00 00 00"
"00:46:46.357";"2AE";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:46.358";"22E";"Std";"";"00 00 00 00 00 07 07 00"
"00:46:46.358";"42E";"Std";"";"11 00 00 00 C0 A0 00 0A"
