ASCII Trace IXXAT MiniMon V3  Version: 1.1.4.4543
Date: 15.06.2022
Start time: 13:46:20
Stop time: 13:46:35
Overruns: 0  Errorframes: 0                                          
Baudrate: 250 kbit/s
"Time";"Identifier (hex)";"Format";"Flags";"Data (hex)"
"00:46:39.887";"194";"Std";"";"01 00 26 01 27 01 36 01"
"00:46:39.888";"494";"Std";"";"38 01 49 01 0D 01 12 01"
"00:46:39.888";"394";"Std";"";"03 00 03 00 06 00 00 00"
"00:46:39.889";"294";"Std";"";"00 00 01 00 00 00 00 00"
"00:46:39.892";"182";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:39.894";"282";"Std";"";"00 00 00 00 DC 00 D8 00"
"00:46:39.896";"80";"Std";"";""
"00:46:39.896";"2AD";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:39.897";"18B";"Std";"";"01 00 00 00"
"00:46:39.897";"28B";"Std";"";"1F 00 F3 FF 15 00 55 00"
"00:46:39.898";"29B";"Std";"";"BD FF C0 FF C0 FF BD FF"
"00:46:39.898";"1FB";"Std";"";"00 00 05 05 05 05 05 05"
"00:46:39.899";"382";"Std";"";"01 00 01 00 4F 50 00 00"
"00:46:39.899";"3AE";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:39.900";"482";"Std";"";"00 00 FC FF 00 00 1C 01"
"00:46:39.901";"183";"Std";"";"E7 00 BA 00 FC 00 03 00"
"00:46:39.903";"283";"Std";"";"01 00 05 00 00 00 00 00"
"00:46:39.905";"383";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:39.905";"202";"Std";"";"00 00 00 00 D4 30 D4 30"
"00:46:39.906";"302";"Std";"";"00 00 4F 18 F4 01 00 00"
"00:46:39.907";"402";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:39.907";"209";"Std";"";"00 00 00 00 D4 30 D4 30"
"00:46:39.908";"483";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:39.908";"309";"Std";"";"00 00 4F 18 2C 01 00 00"
"00:46:39.909";"409";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:39.909";"20F";"Std";"";"00 04 04 04 01 00"
"00:46:39.909";"30F";"Std";"";"3F 8F F4 02 DD 36"
"00:46:39.910";"20B";"Std";"";"81 00 00 00"
"00:46:39.910";"22E";"Std";"";"00 00 FF FF 00 07 07 00"
"00:46:39.918";"4AE";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:39.918";"1AF";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:39.919";"2AF";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:39.928";"189";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:39.930";"289";"Std";"";"00 00 00 00 C4 00 C1 00"
"00:46:39.932";"18F";"Std";"";"00 20 05 00"
"00:46:39.932";"389";"Std";"";"01 00 01 00 4F 50 00 00"
"00:46:39.933";"48F";"Std";"";"01 00 00 00 00 00"
"00:46:39.934";"489";"Std";"";"00 00 FA FF 00 00 25 01"
"00:46:39.936";"3AD";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:39.937";"18A";"Std";"";"D9 00 A9 00 D5 00 03 00"
"00:46:39.937";"4AD";"Std";"";"20 00 00 00 00 00 00 00"
"00:46:39.939";"28A";"Std";"";"07 00 01 00 00 00 00 00"
"00:46:39.941";"38A";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:39.943";"48A";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:39.948";"701";"Std";"";"05"
"00:46:39.952";"708";"Std";"";"05"
"00:46:39.952";"188";"Std";"";"00 02 00 00 00 02 01 26"
"00:46:39.956";"1AE";"Std";"";"00 00 00 00 00"
"00:46:39.957";"2AE";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:39.959";"42E";"Std";"";"11 00 00 00 C0 A0 00 03"
"00:46:39.964";"24B";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:39.964";"24A";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:39.965";"24C";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:39.974";"70B";"Std";"";"05"
"00:46:39.980";"1AD";"Std";"";"0C 00 01 01 05 01 01 00"
"00:46:39.981";"3AF";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:39.995";"80";"Std";"";""
"00:46:39.996";"3AE";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:39.999";"18B";"Std";"";"01 00 00 00"
"00:46:39.999";"28B";"Std";"";"1C 00 F8 FF 17 00 5F 00"
"00:46:40.000";"29B";"Std";"";"C0 FF C0 FF C0 FF BA FF"
"00:46:40.000";"1FB";"Std";"";"00 00 05 05 05 05 05 05"
"00:46:40.002";"182";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.004";"282";"Std";"";"00 00 00 00 DC 00 D8 00"
"00:46:40.005";"202";"Std";"";"00 00 00 00 D4 30 D4 30"
"00:46:40.005";"302";"Std";"";"00 00 4F 08 F4 01 00 00"
"00:46:40.006";"402";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.006";"382";"Std";"";"01 00 01 00 4F 50 00 00"
"00:46:40.007";"209";"Std";"";"00 00 00 00 D4 30 D4 30"
"00:46:40.007";"309";"Std";"";"00 00 4F 08 2C 01 00 00"
"00:46:40.008";"409";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.008";"20F";"Std";"";"00 04 04 04 01 00"
"00:46:40.009";"482";"Std";"";"00 00 FC FF 00 00 1C 01"
"00:46:40.009";"20B";"Std";"";"81 00 00 00"
"00:46:40.011";"183";"Std";"";"E7 00 BA 00 FC 00 03 00"
"00:46:40.013";"283";"Std";"";"01 00 05 00 00 00 00 00"
"00:46:40.015";"383";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.017";"2AD";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.018";"483";"Std";"";"00 00 00 00 00 40 00 00"
"00:46:40.018";"4AE";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.019";"1AF";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.019";"2AF";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.029";"712";"Std";"";"05"
"00:46:40.032";"18F";"Std";"";"00 20 05 00"
"00:46:40.036";"3AD";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.037";"4AD";"Std";"";"20 00 00 00 00 00 00 00"
"00:46:40.038";"189";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.040";"289";"Std";"";"00 00 00 00 C4 00 C1 00"
"00:46:40.042";"389";"Std";"";"01 00 01 00 4F 50 00 00"
"00:46:40.044";"489";"Std";"";"00 00 FB FF 00 00 25 01"
"00:46:40.046";"18A";"Std";"";"D9 00 A9 00 D5 00 03 00"
"00:46:40.049";"28A";"Std";"";"07 00 01 00 00 00 00 00"
"00:46:40.051";"38A";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.051";"70F";"Std";"";"05"
"00:46:40.052";"188";"Std";"";"00 02 00 00 00 02 01 27"
"00:46:40.053";"48A";"Std";"";"00 00 00 00 00 40 00 00"
"00:46:40.056";"1AE";"Std";"";"00 00 00 00 00"
"00:46:40.057";"2AE";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.058";"42E";"Std";"";"11 00 00 00 C0 A0 00 04"
"00:46:40.058";"52E";"Std";"";"00 01 00 05 00 07 00 01"
"00:46:40.062";"24B";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.063";"24A";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.063";"24C";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.081";"1AD";"Std";"";"0C 00 01 01 05 01 01 00"
"00:46:40.081";"3AF";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.096";"80";"Std";"";""
"00:46:40.096";"3AE";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.098";"18B";"Std";"";"01 00 00 00"
"00:46:40.098";"28B";"Std";"";"1F 00 F6 FF 15 00 55 00"
"00:46:40.099";"29B";"Std";"";"C0 FF C0 FF C2 FF BD FF"
"00:46:40.099";"1FB";"Std";"";"00 00 05 05 05 05 05 05"
"00:46:40.105";"202";"Std";"";"00 00 00 00 D4 30 D4 30"
"00:46:40.106";"302";"Std";"";"00 00 4F 18 F4 01 00 00"
"00:46:40.106";"402";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.107";"209";"Std";"";"00 00 00 00 D4 30 D4 30"
"00:46:40.107";"309";"Std";"";"00 00 4F 18 2C 01 00 00"
"00:46:40.108";"409";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.108";"20F";"Std";"";"00 04 04 04 01 00"
"00:46:40.109";"20B";"Std";"";"81 00 00 00"
"00:46:40.112";"182";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.114";"282";"Std";"";"00 00 00 00 DC 00 D8 00"
"00:46:40.116";"382";"Std";"";"01 00 01 00 4F 50 00 00"
"00:46:40.117";"4AE";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.118";"1AF";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.118";"2AF";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.119";"482";"Std";"";"00 00 FC FF 00 00 1C 01"
"00:46:40.121";"183";"Std";"";"E7 00 BA 00 FC 00 03 00"
"00:46:40.123";"283";"Std";"";"01 00 05 00 00 00 00 00"
"00:46:40.125";"383";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.127";"483";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.132";"18F";"Std";"";"00 20 05 00"
"00:46:40.132";"48F";"Std";"";"01 00 00 00 00 00"
"00:46:40.135";"72D";"Std";"";"05"
"00:46:40.136";"2AD";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.137";"3AD";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.137";"4AD";"Std";"";"20 00 00 00 00 00 00 00"
"00:46:40.145";"709";"Std";"";"05"
"00:46:40.148";"189";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.150";"289";"Std";"";"00 00 00 00 C4 00 C1 00"
"00:46:40.152";"188";"Std";"";"00 02 00 00 00 02 01 28"
"00:46:40.152";"389";"Std";"";"01 00 01 00 4F 50 00 00"
"00:46:40.154";"489";"Std";"";"00 00 FB FF 00 00 25 01"
"00:46:40.156";"1AE";"Std";"";"00 00 00 00 00"
"00:46:40.157";"18A";"Std";"";"D9 00 A9 00 D5 00 03 00"
"00:46:40.157";"2AE";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.158";"22E";"Std";"";"00 00 00 00 00 07 07 00"
"00:46:40.159";"28A";"Std";"";"07 00 01 00 00 00 00 00"
"00:46:40.159";"42E";"Std";"";"11 00 00 00 C0 A0 00 05"
"00:46:40.160";"52E";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.161";"38A";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.163";"48A";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.164";"24B";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.165";"24A";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.165";"24C";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.181";"1AD";"Std";"";"0C 00 01 01 05 01 01 00"
"00:46:40.182";"3AF";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.196";"3AE";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.196";"80";"Std";"";""
"00:46:40.200";"18B";"Std";"";"01 00 00 00"
"00:46:40.200";"28B";"Std";"";"1C 00 F6 FF 12 00 5D 00"
"00:46:40.201";"29B";"Std";"";"BD FF BD FF BD FF C0 FF"
"00:46:40.201";"1FB";"Std";"";"00 00 05 05 05 05 05 05"
"00:46:40.206";"202";"Std";"";"00 00 00 00 D4 30 D4 30"
"00:46:40.206";"302";"Std";"";"00 00 4F 08 F4 01 00 00"
"00:46:40.207";"402";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.207";"209";"Std";"";"00 00 00 00 D4 30 D4 30"
"00:46:40.208";"309";"Std";"";"00 00 4F 08 2C 01 00 00"
"00:46:40.208";"409";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.209";"20F";"Std";"";"00 04 04 04 01 00"
"00:46:40.209";"20B";"Std";"";"81 00 00 00"
"00:46:40.210";"214";"Std";"";"02 00 00 00 00 00 00 00"
"00:46:40.210";"314";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.217";"4AE";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.218";"1AF";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.218";"2AF";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.220";"702";"Std";"";"05"
"00:46:40.222";"182";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.224";"282";"Std";"";"00 00 00 00 DC 00 D8 00"
"00:46:40.226";"382";"Std";"";"01 00 01 00 4F 50 00 00"
"00:46:40.228";"482";"Std";"";"00 00 FD FF 00 00 1C 01"
"00:46:40.231";"183";"Std";"";"E7 00 BA 00 FC 00 03 00"
"00:46:40.232";"18F";"Std";"";"00 20 05 00"
"00:46:40.232";"28F";"Std";"";"FF 1F 83 00 00 00"
"00:46:40.233";"283";"Std";"";"01 00 05 00 00 00 00 00"
"00:46:40.233";"38F";"Std";"";"00 00 01 03"
"00:46:40.235";"383";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.237";"2AD";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.237";"3AD";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.238";"483";"Std";"";"00 00 00 00 00 40 00 00"
"00:46:40.238";"4AD";"Std";"";"20 00 00 00 00 00 00 00"
"00:46:40.252";"188";"Std";"";"00 02 00 00 00 02 01 29"
"00:46:40.252";"70F";"Std";"";"05"
"00:46:40.256";"1AE";"Std";"";"00 00 00 00 00"
"00:46:40.257";"2AE";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.258";"189";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.258";"42E";"Std";"";"11 00 00 00 C0 A0 00 06"
"00:46:40.260";"289";"Std";"";"00 00 00 00 C4 00 C1 00"
"00:46:40.262";"389";"Std";"";"01 00 01 00 4F 50 00 00"
"00:46:40.263";"24B";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.263";"24A";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.264";"24C";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.264";"489";"Std";"";"00 00 FB FF 00 00 25 01"
"00:46:40.266";"18A";"Std";"";"D9 00 A9 00 D5 00 03 00"
"00:46:40.269";"28A";"Std";"";"07 00 01 00 00 00 00 00"
"00:46:40.271";"38A";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.273";"48A";"Std";"";"00 00 00 00 00 40 00 00"
"00:46:40.281";"1AD";"Std";"";"0C 00 01 01 05 01 01 00"
"00:46:40.282";"3AF";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.296";"3AE";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.296";"80";"Std";"";""
"00:46:40.299";"18B";"Std";"";"01 00 00 00"
"00:46:40.299";"28B";"Std";"";"1F 00 F6 FF 0F 00 5A 00"
"00:46:40.300";"100";"Std";"";"CF 90 F4 02 DD 36"
"00:46:40.300";"29B";"Std";"";"BD FF C0 FF C0 FF BD FF"
"00:46:40.301";"1FB";"Std";"";"00 00 05 05 05 05 05 05"
"00:46:40.307";"202";"Std";"";"00 00 00 00 D4 30 D4 30"
"00:46:40.307";"302";"Std";"";"00 00 4F 18 F4 01 00 00"
"00:46:40.308";"402";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.308";"209";"Std";"";"00 00 00 00 D4 30 D4 30"
"00:46:40.309";"309";"Std";"";"00 00 4F 18 2C 01 00 00"
"00:46:40.309";"409";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.310";"20F";"Std";"";"00 04 04 04 01 00"
"00:46:40.310";"20B";"Std";"";"81 00 00 00"
"00:46:40.317";"4AE";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.318";"1AF";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.318";"2AF";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.332";"182";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.332";"18F";"Std";"";"00 20 05 00"
"00:46:40.333";"48F";"Std";"";"01 00 00 00 00 00"
"00:46:40.334";"282";"Std";"";"00 00 00 00 DC 00 D8 00"
"00:46:40.336";"2AD";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.337";"382";"Std";"";"01 00 01 00 4F 50 00 00"
"00:46:40.337";"3AD";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.338";"4AD";"Std";"";"20 00 00 00 00 00 00 00"
"00:46:40.338";"482";"Std";"";"00 00 FC FF 00 00 1C 01"
"00:46:40.341";"183";"Std";"";"E7 00 BA 00 FC 00 03 00"
"00:46:40.343";"283";"Std";"";"01 00 05 00 00 00 00 00"
"00:46:40.345";"383";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.347";"483";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.352";"188";"Std";"";"00 02 00 00 00 02 01 2A"
"00:46:40.356";"1AE";"Std";"";"00 00 00 00 00"
"00:46:40.357";"2AE";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.357";"42E";"Std";"";"11 00 00 00 C0 A0 00 07"
"00:46:40.358";"52E";"Std";"";"30 D4 30 D4 30 D4 30 D4"
"00:46:40.361";"24B";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.362";"24A";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.362";"24C";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.365";"714";"Std";"";"05"
"00:46:40.368";"189";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.370";"289";"Std";"";"00 00 00 00 C4 00 C1 00"
"00:46:40.372";"389";"Std";"";"01 00 01 00 4F 50 00 00"
"00:46:40.374";"489";"Std";"";"00 00 FB FF 00 00 25 01"
"00:46:40.376";"18A";"Std";"";"D9 00 A9 00 D5 00 03 00"
"00:46:40.379";"28A";"Std";"";"07 00 01 00 00 00 00 00"
"00:46:40.381";"38A";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.381";"1AD";"Std";"";"0C 00 01 01 05 01 01 00"
"00:46:40.382";"3AF";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.383";"48A";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.387";"194";"Std";"";"01 00 26 01 24 01 35 01"
"00:46:40.388";"494";"Std";"";"38 01 49 01 0E 01 13 01"
"00:46:40.388";"394";"Std";"";"03 00 03 00 07 00 00 00"
"00:46:40.389";"294";"Std";"";"00 00 01 00 00 00 00 00"
"00:46:40.397";"3AE";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.397";"80";"Std";"";""
"00:46:40.401";"18B";"Std";"";"01 00 00 00"
"00:46:40.401";"28B";"Std";"";"1F 00 F8 FF 12 00 5D 00"
"00:46:40.402";"29B";"Std";"";"C0 FF C2 FF C0 FF BA FF"
"00:46:40.402";"1FB";"Std";"";"00 00 05 05 05 05 05 05"
"00:46:40.407";"202";"Std";"";"00 00 00 00 D4 30 D4 30"
"00:46:40.407";"302";"Std";"";"00 00 4F 08 F4 01 00 00"
"00:46:40.408";"402";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.408";"209";"Std";"";"00 00 00 00 D4 30 D4 30"
"00:46:40.409";"309";"Std";"";"00 00 4F 08 2C 01 00 00"
"00:46:40.409";"409";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.410";"212";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.410";"20F";"Std";"";"00 04 04 04 01 00"
"00:46:40.411";"30F";"Std";"";"32 91 F4 02 DD 36"
"00:46:40.411";"20B";"Std";"";"81 00 00 00"
"00:46:40.417";"4AE";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.418";"1AF";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.418";"2AF";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.432";"18F";"Std";"";"00 20 05 00"
"00:46:40.436";"2AD";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.437";"3AD";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.437";"4AD";"Std";"";"20 00 00 00 00 00 00 00"
"00:46:40.442";"182";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.444";"282";"Std";"";"00 00 00 00 DC 00 D8 00"
"00:46:40.446";"382";"Std";"";"01 00 01 00 4F 50 00 00"
"00:46:40.448";"482";"Std";"";"00 00 FC FF 00 00 1C 01"
"00:46:40.451";"183";"Std";"";"E7 00 BA 00 FC 00 03 00"
"00:46:40.451";"188";"Std";"";"00 02 00 00 00 02 01 2B"
"00:46:40.452";"70F";"Std";"";"05"
"00:46:40.453";"283";"Std";"";"01 00 05 00 00 00 00 00"
"00:46:40.455";"383";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.456";"42E";"Std";"";"11 00 00 00 C0 A0 00 08"
"00:46:40.456";"1AE";"Std";"";"00 00 00 00 00"
"00:46:40.457";"2AE";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.457";"483";"Std";"";"00 00 00 00 00 40 00 00"
"00:46:40.458";"52E";"Std";"";"05 00 01 08 01 22 00 00"
"00:46:40.460";"24B";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.461";"24A";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.461";"24C";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.475";"70B";"Std";"";"05"
"00:46:40.478";"189";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.480";"289";"Std";"";"00 00 00 00 C4 00 C1 00"
"00:46:40.481";"1AD";"Std";"";"0C 00 01 01 05 01 01 00"
"00:46:40.481";"3AF";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.482";"389";"Std";"";"01 00 01 00 4F 50 00 00"
"00:46:40.484";"489";"Std";"";"00 00 F9 FF 00 00 25 01"
"00:46:40.486";"18A";"Std";"";"D9 00 A9 00 D5 00 03 00"
"00:46:40.489";"28A";"Std";"";"07 00 01 00 00 00 00 00"
"00:46:40.491";"38A";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.493";"48A";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.497";"3AE";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.497";"701";"Std";"";"05"
"00:46:40.498";"80";"Std";"";""
"00:46:40.500";"18B";"Std";"";"01 00 00 00"
"00:46:40.500";"28B";"Std";"";"1F 00 F3 FF 0F 00 5D 00"
"00:46:40.501";"29B";"Std";"";"C0 FF BD FF BD FF BD FF"
"00:46:40.501";"1FB";"Std";"";"00 00 05 05 05 05 05 05"
"00:46:40.507";"202";"Std";"";"00 00 00 00 D4 30 D4 30"
"00:46:40.508";"302";"Std";"";"00 00 4F 18 F4 01 00 00"
"00:46:40.508";"402";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.509";"209";"Std";"";"00 00 00 00 D4 30 D4 30"
"00:46:40.509";"309";"Std";"";"00 00 4F 18 2C 01 00 00"
"00:46:40.510";"409";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.510";"20F";"Std";"";"00 04 04 04 01 00"
"00:46:40.511";"20B";"Std";"";"81 00 00 00"
"00:46:40.517";"4AE";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.518";"1AF";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.518";"2AF";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.529";"712";"Std";"";"05"
"00:46:40.532";"18F";"Std";"";"00 20 05 00"
"00:46:40.532";"48F";"Std";"";"01 00 00 00 00 00"
"00:46:40.536";"2AD";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.537";"3AD";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.537";"4AD";"Std";"";"20 00 00 00 00 00 00 00"
"00:46:40.551";"188";"Std";"";"00 02 00 00 00 02 01 2C"
"00:46:40.552";"182";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.554";"282";"Std";"";"00 00 00 00 DC 00 D8 00"
"00:46:40.556";"382";"Std";"";"01 00 01 00 4F 50 00 00"
"00:46:40.557";"1AE";"Std";"";"00 00 00 00 00"
"00:46:40.557";"22E";"Std";"";"00 00 FF FF 00 07 07 00"
"00:46:40.558";"2AE";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.558";"42E";"Std";"";"11 00 00 00 C0 A0 00 09"
"00:46:40.559";"482";"Std";"";"00 00 FC FF 00 00 1C 01"
"00:46:40.559";"52E";"Std";"";"FF FC 02 0F 00 BC 01 82"
"00:46:40.561";"183";"Std";"";"E7 00 BA 00 FC 00 03 00"
"00:46:40.561";"24B";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.562";"24A";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.562";"24C";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.563";"283";"Std";"";"01 00 05 00 00 00 00 00"
"00:46:40.565";"383";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.567";"483";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.581";"1AD";"Std";"";"0C 00 01 01 05 01 01 00"
"00:46:40.582";"3AF";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.588";"189";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.590";"289";"Std";"";"00 00 00 00 C4 00 C1 00"
"00:46:40.592";"389";"Std";"";"01 00 01 00 4F 50 00 00"
"00:46:40.594";"489";"Std";"";"00 00 FA FF 00 00 25 01"
"00:46:40.596";"3AE";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.597";"80";"Std";"";""
"00:46:40.597";"18A";"Std";"";"D9 00 A9 00 D5 00 03 00"
"00:46:40.599";"28A";"Std";"";"07 00 01 00 00 00 00 00"
"00:46:40.599";"18B";"Std";"";"01 00 00 00"
"00:46:40.600";"28B";"Std";"";"1C 00 F3 FF 15 00 58 00"
"00:46:40.600";"29B";"Std";"";"BD FF BD FF BD FF C0 FF"
"00:46:40.600";"1FB";"Std";"";"00 00 05 05 05 05 05 05"
"00:46:40.601";"38A";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.603";"48A";"Std";"";"00 00 00 00 00 40 00 00"
"00:46:40.606";"202";"Std";"";"00 00 00 00 D4 30 D4 30"
"00:46:40.607";"302";"Std";"";"00 00 4F 18 F4 01 00 00"
"00:46:40.607";"402";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.608";"209";"Std";"";"00 00 00 00 D4 30 D4 30"
"00:46:40.608";"309";"Std";"";"00 00 4F 18 2C 01 00 00"
"00:46:40.609";"409";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.609";"20F";"Std";"";"00 04 04 04 01 00"
"00:46:40.610";"20B";"Std";"";"81 00 00 00"
"00:46:40.617";"4AE";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.618";"1AF";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.618";"2AF";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.632";"18F";"Std";"";"00 20 05 00"
"00:46:40.635";"72D";"Std";"";"05"
"00:46:40.636";"2AD";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.637";"3AD";"Std";"";"00 00 00 00 00 00 00 00"
"00:46:40.637";"4AD";"Std";"";"20 00 00 00 00 00 00 00"
