ASCII Trace IXXAT MiniMon V3  Version: 1.1.4.4543;;;;;
Date: 15.06.2022;;;;;
Start time: 13:05:12;;;;;
Stop time: 13:05:48;;;;;
Overruns: 0  Errorframes: 0                                          ;;;;;
Baudrate: 250 kbit/s;;;;;
Time;Identifier (hex);Format;Flags;Data (hex);
00:05:27.300;28B;Std;;21 00 F6 FF 15 00 5A 00;
00:05:27.301;182;Std;;00 00 00 00 00 00 00 00;
00:05:27.301;29B;Std;;C0 FF C0 FF BD FF BD FF;
00:05:27.302;1FB;Std;;00 00 05 05 05 05 05 05;
00:05:27.302;2AF;Std;;00 00 00 00 00 00 00 00;
00:05:27.303;282;Std;;00 00 00 00 DC 00 D9 00;
00:05:27.305;382;Std;;01 00 01 00 4F 50 00 00;
00:05:27.307;482;Std;;00 00 FD FF 00 00 17 01;
00:05:27.307;202;Std;;00 00 00 00 D4 30 D4 30;
00:05:27.308;302;Std;;00 00 CF 08 F4 01 00 00;
00:05:27.308;402;Std;;00 00 00 00 00 00 00 00;
00:05:27.309;284;Std;;31 02 E0 27 4A 20 11 00;
00:05:27.309;183;Std;;E4 00 B9 00 FF 00 03 00;
00:05:27.310;209;Std;;00 00 00 00 D4 30 D4 30;
00:05:27.310;309;Std;;00 00 CF 08 2C 01 00 00;
00:05:27.311;409;Std;;00 00 00 00 00 00 00 00;
00:05:27.311;283;Std;;01 00 05 00 00 00 00 00;
00:05:27.312;204;Std;;00 00 00 00 00 00 00 00;
00:05:27.312;304;Std;;00 00 00 00 00 00 00 00;
00:05:27.313;20F;Std;;00 04 04 04 01 00;
00:05:27.313;20B;Std;;81 00 00 00;
00:05:27.314;383;Std;;00 00 00 00 00 00 00 00;
00:05:27.316;483;Std;;00 00 00 00 00 40 00 00;
00:05:27.316;709;Std;;5;
00:05:27.317;4AE;Std;;00 00 00 00 00 00 00 00;
00:05:27.317;1AF;Std;;00 00 00 00 00 00 00 00;
00:05:27.319;384;Std;;C4 02 F8 01 F5 01 F7 01;
00:05:27.328;484;Std;;00 00 00 00 00 00 00 00;
00:05:27.332;70B;Std;;5;
00:05:27.336;1AD;Std;;0C 00 01 01 05 01 01 00;
00:05:27.336;2AD;Std;;00 00 00 00 00 00 00 00;
00:05:27.337;3AD;Std;;00 00 00 00 00 00 00 00;
00:05:27.337;4AD;Std;;20 00 00 00 00 00 00 00;
00:05:27.338;185;Std;;FD B3 49 F0 01 03 BB 33;
00:05:27.340;189;Std;;00 00 00 00 00 00 00 00;
00:05:27.343;289;Std;;00 00 00 00 C4 00 C1 00;
00:05:27.345;389;Std;;01 00 01 00 4F 50 00 00;
00:05:27.347;489;Std;;00 00 FA FF 00 00 22 01;
00:05:27.348;285;Std;;01 00 90 42 81 00 00 01;
00:05:27.349;18A;Std;;D9 00 A7 00 D7 00 03 00;
00:05:27.351;28A;Std;;07 00 01 00 00 00 00 00;
00:05:27.354;38A;Std;;00 00 00 00 00 00 00 00;
00:05:27.356;48A;Std;;00 00 00 00 00 40 00 00;
00:05:27.356;1AE;Std;;00 00 00 00 00;
00:05:27.357;2AE;Std;;00 00 00 00 00 00 00 00;
00:05:27.357;18F;Std;;00 20 05 00;
00:05:27.357;3AE;Std;;00 00 00 00 00 00 00 00;
00:05:27.358;48F;Std;;01 00 00 00 00 00;
00:05:27.359;385;Std;;00 00 00 00 00 00 00 00;
00:05:27.359;42E;Std;;11 00 00 00 C0 78 00 11;
00:05:27.363;188;Std;;00 02 00 00 00 02 01 29;
00:05:27.364;24B;Std;;00 00 00 00 00 00 00 00;
00:05:27.364;24A;Std;;00 00 00 00 00 00 00 00;
00:05:27.365;24C;Std;;00 00 00 00 00 00 00 00;
00:05:27.368;485;Std;;FA 01 FA 01 E7 02 00 00;
00:05:27.375;712;Std;;5;
00:05:27.376;3AF;Std;;00 00 00 00 00 00 00 00;
00:05:27.386;702;Std;;5;
00:05:27.397;80;Std;;;
00:05:27.399;18B;Std;;01 00 00 00;
00:05:27.399;184;Std;;00 00 00 00 00 07 0F 01;
00:05:27.400;28B;Std;;27 00 F6 FF 15 00 58 00;
00:05:27.400;29B;Std;;BD FF BD FF C0 FF C0 FF;
00:05:27.401;1FB;Std;;00 00 05 05 05 05 05 05;
00:05:27.407;202;Std;;00 00 00 00 D4 30 D4 30;
00:05:27.407;302;Std;;00 00 CF 18 F4 01 00 00;
00:05:27.408;402;Std;;00 00 00 00 00 00 00 00;
00:05:27.408;209;Std;;00 00 00 00 D4 30 D4 30;
00:05:27.409;309;Std;;00 00 CF 18 2C 01 00 00;
00:05:27.409;284;Std;;31 02 E0 27 4A 20 11 00;
00:05:27.410;409;Std;;00 00 00 00 00 00 00 00;
00:05:27.410;182;Std;;00 00 00 00 00 00 00 00;
00:05:27.411;204;Std;;00 00 00 00 00 00 00 00;
00:05:27.411;304;Std;;00 00 00 00 00 00 00 00;
00:05:27.412;20F;Std;;00 04 04 04 01 00;
00:05:27.412;20B;Std;;81 00 00 00;
00:05:27.413;282;Std;;00 00 00 00 DC 00 D8 00;
00:05:27.415;382;Std;;01 00 01 00 4F 50 00 00;
00:05:27.417;4AE;Std;;00 00 00 00 00 00 00 00;
00:05:27.417;1AF;Std;;00 00 00 00 00 00 00 00;
00:05:27.418;2AF;Std;;00 00 00 00 00 00 00 00;
00:05:27.418;482;Std;;00 00 FC FF 00 00 17 01;
00:05:27.419;384;Std;;C4 02 F8 01 F5 01 F8 01;
00:05:27.419;183;Std;;E4 00 B9 00 FF 00 03 00;
00:05:27.421;283;Std;;01 00 05 00 00 00 00 00;
00:05:27.423;383;Std;;00 00 00 00 00 00 00 00;
00:05:27.426;483;Std;;00 00 00 00 00 00 00 00;
00:05:27.428;484;Std;;00 00 00 00 00 00 00 00;
00:05:27.436;1AD;Std;;0C 00 01 01 05 01 01 00;
00:05:27.436;2AD;Std;;00 00 00 00 00 00 00 00;
00:05:27.437;3AD;Std;;00 00 00 00 00 00 00 00;
00:05:27.437;4AD;Std;;20 00 00 00 00 00 00 00;
00:05:27.438;185;Std;;FD B3 49 F0 01 03 BB 33;
00:05:27.448;285;Std;;01 00 90 42 81 00 00 01;
00:05:27.450;189;Std;;00 00 00 00 00 00 00 00;
00:05:27.453;289;Std;;00 00 00 00 C4 00 C1 00;
00:05:27.455;389;Std;;01 00 01 00 4F 50 00 00;
00:05:27.456;1AE;Std;;00 00 00 00 00;
00:05:27.456;2AE;Std;;00 00 00 00 00 00 00 00;
00:05:27.457;3AE;Std;;00 00 00 00 00 00 00 00;
00:05:27.457;18F;Std;;00 20 05 00;
00:05:27.457;489;Std;;00 00 FB FF 00 00 22 01;
00:05:27.459;385;Std;;00 00 00 00 00 00 00 00;
00:05:27.459;42E;Std;;11 00 00 00 C0 78 00 12;
00:05:27.459;18A;Std;;D9 00 A7 00 D7 00 03 00;
00:05:27.460;52E;Std;;00 00 00 00 80 24 49 00;
00:05:27.461;28A;Std;;07 00 01 00 00 00 00 00;
00:05:27.463;188;Std;;00 02 00 00 00 02 01 2A;
00:05:27.464;38A;Std;;00 00 00 00 00 00 00 00;
00:05:27.465;24B;Std;;00 00 00 00 00 00 00 00;
00:05:27.466;48A;Std;;00 00 00 00 00 00 00 00;
00:05:27.466;24A;Std;;00 00 00 00 00 00 00 00;
00:05:27.467;24C;Std;;00 00 00 00 00 00 00 00;
00:05:27.468;485;Std;;FA 01 FA 01 E7 02 00 00;
00:05:27.476;70F;Std;;5;
00:05:27.477;3AF;Std;;00 00 00 00 00 00 00 00;
00:05:27.497;80;Std;;;
00:05:27.498;18B;Std;;01 00 00 00;
00:05:27.498;28B;Std;;24 00 F3 FF 15 00 5A 00;
00:05:27.499;29B;Std;;C0 FF C0 FF BD FF BD FF;
00:05:27.499;184;Std;;00 00 00 00 00 07 0F 01;
00:05:27.500;1FB;Std;;00 00 05 05 05 05 05 05;
00:05:27.507;202;Std;;00 00 00 00 D4 30 D4 30;
00:05:27.507;302;Std;;00 00 CF 08 F4 01 00 00;
00:05:27.508;402;Std;;00 00 00 00 00 00 00 00;
00:05:27.508;209;Std;;00 00 00 00 D4 30 D4 30;
00:05:27.509;309;Std;;00 00 CF 08 2C 01 00 00;
00:05:27.509;284;Std;;31 02 E0 27 4A 20 11 00;
00:05:27.510;409;Std;;00 00 00 00 00 00 00 00;
00:05:27.510;204;Std;;00 00 00 00 00 00 00 00;
00:05:27.511;304;Std;;00 00 00 00 00 00 00 00;
00:05:27.511;20F;Std;;00 04 04 04 01 00;
00:05:27.512;20B;Std;;81 00 00 00;
00:05:27.512;22E;Std;;00 00 FF FF 00 07 07 00;
00:05:27.513;214;Std;;02 00 00 00 00 00 00 00;
00:05:27.513;314;Std;;00 00 00 00 00 00 00 00;
00:05:27.517;4AE;Std;;00 00 00 00 00 00 00 00;
00:05:27.517;1AF;Std;;00 00 00 00 00 00 00 00;
00:05:27.518;2AF;Std;;00 00 00 00 00 00 00 00;
00:05:27.519;384;Std;;C4 02 F8 01 F5 01 F7 01;
00:05:27.520;182;Std;;00 00 00 00 00 00 00 00;
00:05:27.522;282;Std;;00 00 00 00 DC 00 D9 00;
00:05:27.525;382;Std;;01 00 01 00 4F 50 00 00;
00:05:27.527;482;Std;;00 00 FC FF 00 00 17 01;
00:05:27.529;484;Std;;00 00 00 00 00 00 00 00;
00:05:27.529;183;Std;;E4 00 B9 00 FF 00 03 00;
00:05:27.531;283;Std;;01 00 05 00 00 00 00 00;
00:05:27.533;383;Std;;00 00 00 00 00 00 00 00;
00:05:27.536;483;Std;;00 00 00 00 00 40 00 00;
00:05:27.536;1AD;Std;;0C 00 01 01 05 01 01 00;
00:05:27.537;2AD;Std;;00 00 00 00 00 00 00 00;
00:05:27.537;3AD;Std;;00 00 00 00 00 00 00 00;
00:05:27.538;4AD;Std;;20 00 00 00 00 00 00 00;
00:05:27.539;185;Std;;FD B3 49 F0 01 03 BB 33;
00:05:27.549;285;Std;;01 00 90 42 81 00 00 01;
00:05:27.556;1AE;Std;;00 00 00 00 00;
00:05:27.556;2AE;Std;;00 00 00 00 00 00 00 00;
00:05:27.557;3AE;Std;;00 00 00 00 00 00 00 00;
00:05:27.557;18F;Std;;00 20 05 00;
00:05:27.558;48F;Std;;01 00 00 00 00 00;
00:05:27.559;22E;Std;;00 00 00 00 00 07 07 00;
00:05:27.559;385;Std;;00 00 00 00 00 00 00 00;
00:05:27.560;42E;Std;;11 00 00 00 C0 78 00 00;
00:05:27.560;52E;Std;;00 DC 00 D8 00 C4 00 C1;
00:05:27.561;189;Std;;00 00 00 00 00 00 00 00;
00:05:27.563;289;Std;;00 00 00 00 C4 00 C1 00;
00:05:27.563;708;Std;;5;
00:05:27.563;188;Std;;00 02 00 00 00 02 01 2B;
00:05:27.564;24B;Std;;00 00 00 00 00 00 00 00;
00:05:27.564;24A;Std;;00 00 00 00 00 00 00 00;
00:05:27.565;389;Std;;01 00 01 00 4F 50 00 00;
00:05:27.565;24C;Std;;00 00 00 00 00 00 00 00;
00:05:27.567;489;Std;;00 00 FB FF 00 00 22 01;
00:05:27.569;485;Std;;FA 01 FA 01 E7 02 00 00;
00:05:27.569;18A;Std;;D9 00 A7 00 D7 00 03 00;
00:05:27.571;28A;Std;;07 00 01 00 00 00 00 00;
00:05:27.574;38A;Std;;00 00 00 00 00 00 00 00;
00:05:27.576;48A;Std;;00 00 00 00 00 40 00 00;
00:05:27.577;3AF;Std;;00 00 00 00 00 00 00 00;
00:05:27.588;704;Std;;5;
00:05:27.597;80;Std;;;
00:05:27.599;184;Std;;00 00 00 00 00 07 0F 01;
00:05:27.600;18B;Std;;01 00 00 00;
00:05:27.600;28B;Std;;21 00 F6 FF 0F 00 5D 00;
00:05:27.601;29B;Std;;BD FF BD FF C0 FF BD FF;
00:05:27.601;1FB;Std;;00 00 05 05 05 05 05 05;
00:05:27.607;202;Std;;00 00 00 00 D4 30 D4 30;
00:05:27.607;302;Std;;00 00 CF 18 F4 01 00 00;
00:05:27.608;402;Std;;00 00 00 00 00 00 00 00;
00:05:27.608;209;Std;;00 00 00 00 D4 30 D4 30;
00:05:27.609;309;Std;;00 00 CF 18 2C 01 00 00;
00:05:27.609;284;Std;;31 02 E0 27 4A 20 11 00;
00:05:27.610;409;Std;;00 00 00 00 00 00 00 00;
00:05:27.610;204;Std;;00 00 00 00 00 00 00 00;
00:05:27.611;304;Std;;00 00 00 00 00 00 00 00;
00:05:27.611;20F;Std;;00 04 04 04 01 00;
00:05:27.612;20B;Std;;81 00 00 00;
00:05:27.612;52E;Std;;00 DC 00 D9 00 C4 00 C1;
00:05:27.617;4AE;Std;;00 00 00 00 00 00 00 00;
00:05:27.617;1AF;Std;;00 00 00 00 00 00 00 00;
00:05:27.618;2AF;Std;;00 00 00 00 00 00 00 00;
00:05:27.619;384;Std;;C4 02 F8 01 F5 01 F7 01;
00:05:27.629;484;Std;;00 00 00 00 00 00 00 00;
00:05:27.630;182;Std;;00 00 00 00 00 00 00 00;
00:05:27.632;282;Std;;00 00 00 00 DC 00 D9 00;
00:05:27.635;382;Std;;01 00 01 00 4F 50 00 00;
00:05:27.635;72D;Std;;5;
00:05:27.636;1AD;Std;;0C 00 01 01 05 01 01 00;
00:05:27.636;2AD;Std;;00 00 00 00 00 00 00 00;
00:05:27.636;392;Std;;00 01 C6 34 15 15 16 07;
00:05:27.637;3AD;Std;;00 00 00 00 00 00 00 00;
00:05:27.637;482;Std;;00 00 FD FF 00 00 17 01;
00:05:27.638;4AD;Std;;20 00 00 00 00 00 00 00;
00:05:27.639;185;Std;;FD B3 49 F0 01 03 BB 33;
00:05:27.639;183;Std;;E4 00 B9 00 FF 00 03 00;
00:05:27.641;283;Std;;01 00 05 00 00 00 00 00;
00:05:27.643;383;Std;;00 00 00 00 00 00 00 00;
00:05:27.646;483;Std;;00 00 00 00 00 00 00 00;
00:05:27.649;285;Std;;01 00 90 42 81 00 00 01;
00:05:27.656;1AE;Std;;00 00 00 00 00;
00:05:27.656;2AE;Std;;00 00 00 00 00 00 00 00;
00:05:27.657;18F;Std;;00 20 05 00;
00:05:27.657;3AE;Std;;00 00 00 00 00 00 00 00;
00:05:27.659;385;Std;;00 00 00 00 00 00 00 00;
00:05:27.659;42E;Std;;11 00 00 00 C0 78 00 01;
00:05:27.660;52E;Std;;00 FF 00 D7 00 B9 00 A7;
00:05:27.663;188;Std;;00 02 00 00 00 02 01 2C;
00:05:27.664;24B;Std;;00 00 00 00 00 00 00 00;
00:05:27.664;24A;Std;;00 00 00 00 00 00 00 00;
00:05:27.665;24C;Std;;00 00 00 00 00 00 00 00;
00:05:27.669;485;Std;;FA 01 FA 01 E7 02 00 00;
00:05:27.670;189;Std;;00 00 00 00 00 00 00 00;
00:05:27.673;289;Std;;00 00 00 00 C4 00 C1 00;
00:05:27.675;389;Std;;01 00 01 00 4F 50 00 00;
00:05:27.676;3AF;Std;;00 00 00 00 00 00 00 00;
00:05:27.677;489;Std;;00 00 FA FF 00 00 22 01;
00:05:27.677;70F;Std;;5;
00:05:27.679;18A;Std;;D9 00 A7 00 D7 00 03 00;
00:05:27.681;28A;Std;;07 00 01 00 00 00 00 00;
00:05:27.684;38A;Std;;00 00 00 00 00 00 00 00;
00:05:27.686;48A;Std;;00 00 00 00 00 00 00 00;
00:05:27.697;80;Std;;;
00:05:27.699;18B;Std;;01 00 00 00;
00:05:27.699;184;Std;;00 00 00 00 00 07 0F 01;
00:05:27.700;28B;Std;;27 00 F3 FF 12 00 5F 00;
00:05:27.700;29B;Std;;BA FF C0 FF C2 FF BD FF;
00:05:27.701;1FB;Std;;00 00 05 05 05 05 05 05;
00:05:27.707;202;Std;;00 00 00 00 D4 30 D4 30;
00:05:27.707;302;Std;;00 00 CF 08 F4 01 00 00;
00:05:27.708;402;Std;;00 00 00 00 00 00 00 00;
00:05:27.708;209;Std;;00 00 00 00 D4 30 D4 30;
00:05:27.709;309;Std;;00 00 CF 08 2C 01 00 00;
00:05:27.709;284;Std;;31 02 E0 27 4A 20 11 00;
00:05:27.710;409;Std;;00 00 00 00 00 00 00 00;
00:05:27.710;204;Std;;00 00 00 00 00 00 00 00;
00:05:27.711;304;Std;;00 00 00 00 00 00 00 00;
00:05:27.711;20F;Std;;00 04 04 04 01 00;
00:05:27.712;30F;Std;;4A D6 CE 02 DD 36;
00:05:27.712;20B;Std;;81 00 00 00;
00:05:27.717;4AE;Std;;00 00 00 00 00 00 00 00;
00:05:27.717;1AF;Std;;00 00 00 00 00 00 00 00;
00:05:27.718;2AF;Std;;00 00 00 00 00 00 00 00;
00:05:27.719;384;Std;;C4 02 F8 01 F5 01 F7 01;
00:05:27.729;484;Std;;00 00 00 00 00 00 00 00;
00:05:27.735;1AD;Std;;0C 00 01 01 05 01 01 00;
00:05:27.736;2AD;Std;;00 00 00 00 00 00 00 00;
00:05:27.736;3AD;Std;;00 00 00 00 00 00 00 00;
00:05:27.737;4AD;Std;;20 00 00 00 00 00 00 00;
00:05:27.739;185;Std;;FD B3 49 F0 01 03 BB 33;
00:05:27.740;182;Std;;00 00 00 00 00 00 00 00;
00:05:27.742;282;Std;;00 00 00 00 DC 00 D9 00;
00:05:27.745;382;Std;;01 00 01 00 4F 50 00 00;
00:05:27.747;482;Std;;00 00 FC FF 00 00 17 01;
00:05:27.749;285;Std;;01 00 90 42 81 00 00 01;
00:05:27.749;183;Std;;E4 00 B9 00 FF 00 03 00;
00:05:27.751;283;Std;;01 00 05 00 00 00 00 00;
00:05:27.753;383;Std;;00 00 00 00 00 00 00 00;
00:05:27.756;483;Std;;00 00 00 00 00 40 00 00;
00:05:27.756;1AE;Std;;00 00 00 00 00;
00:05:27.756;2AE;Std;;00 00 00 00 00 00 00 00;
00:05:27.757;18F;Std;;00 20 05 00;
00:05:27.757;3AE;Std;;00 00 00 00 00 00 00 00;
00:05:27.758;42E;Std;;11 00 00 00 C0 78 00 02;
00:05:27.758;28F;Std;;FF 1F 83 00 00 00;
00:05:27.759;52E;Std;;00 00 00 00 00 00 00 00;
00:05:27.759;385;Std;;00 00 00 00 00 00 00 00;
00:05:27.760;38F;Std;;00 00 01 03;
00:05:27.760;48F;Std;;01 00 00 00 00 00;
00:05:27.762;24B;Std;;00 00 00 00 00 00 00 00;
00:05:27.763;24A;Std;;00 00 00 00 00 00 00 00;
00:05:27.763;188;Std;;00 02 00 00 00 02 01 2D;
00:05:27.764;24C;Std;;00 00 00 00 00 00 00 00;
00:05:27.769;485;Std;;FA 01 FA 01 E7 02 00 00;
00:05:27.777;3AF;Std;;00 00 00 00 00 00 00 00;
00:05:27.780;194;Std;;01 00 27 01 27 01 39 01;
00:05:27.780;494;Std;;3D 01 4D 01 0F 01 12 01;
00:05:27.781;189;Std;;00 00 00 00 00 00 00 00;
00:05:27.781;394;Std;;03 00 03 00 06 00 00 00;
00:05:27.782;294;Std;;00 00 01 00 00 00 00 00;
00:05:27.783;289;Std;;00 00 00 00 C4 00 C1 00;
00:05:27.785;389;Std;;01 00 01 00 4F 50 00 00;
00:05:27.787;489;Std;;00 00 FA FF 00 00 22 01;
00:05:27.789;18A;Std;;D9 00 A7 00 D7 00 03 00;
00:05:27.791;28A;Std;;07 00 01 00 00 00 00 00;
00:05:27.794;38A;Std;;00 00 00 00 00 00 00 00;
00:05:27.796;48A;Std;;00 00 00 00 00 00 00 00;
00:05:27.798;701;Std;;5;
00:05:27.799;80;Std;;;
00:05:27.799;184;Std;;00 00 00 00 00 07 0F 01;
00:05:27.801;18B;Std;;01 00 00 00;
00:05:27.801;28B;Std;;1C 00 F6 FF 12 00 5D 00;
00:05:27.802;29B;Std;;C0 FF BD FF C0 FF BD FF;
00:05:27.802;1FB;Std;;00 00 05 05 05 05 05 05;
00:05:27.809;284;Std;;31 02 E0 27 4A 20 11 00;
00:05:27.810;202;Std;;00 00 00 00 D4 30 D4 30;
00:05:27.810;302;Std;;00 00 CF 18 F4 01 00 00;
00:05:27.811;402;Std;;00 00 00 00 00 00 00 00;
00:05:27.811;209;Std;;00 00 00 00 D4 30 D4 30;
00:05:27.812;309;Std;;00 00 CF 18 2C 01 00 00;
00:05:27.812;409;Std;;00 00 00 00 00 00 00 00;
00:05:27.813;204;Std;;00 00 00 00 00 00 00 00;
00:05:27.813;304;Std;;00 00 00 00 00 00 00 00;
00:05:27.814;20F;Std;;00 04 04 04 01 00;
00:05:27.814;20B;Std;;81 00 00 00;
00:05:27.817;4AE;Std;;00 00 00 00 00 00 00 00;
00:05:27.817;1AF;Std;;00 00 00 00 00 00 00 00;
00:05:27.818;2AF;Std;;00 00 00 00 00 00 00 00;
00:05:27.819;384;Std;;C4 02 F8 01 F5 01 F7 01;
00:05:27.822;709;Std;;5;
00:05:27.829;484;Std;;00 00 00 00 00 00 00 00;
00:05:27.833;70B;Std;;5;
00:05:27.835;1AD;Std;;0C 00 01 01 05 01 01 00;
00:05:27.836;2AD;Std;;00 00 00 00 00 00 00 00;
00:05:27.836;3AD;Std;;00 00 00 00 00 00 00 00;
00:05:27.837;4AD;Std;;20 00 00 00 00 00 00 00;
00:05:27.839;185;Std;;FD B3 49 F0 01 03 BB 33;
00:05:27.849;285;Std;;01 00 90 42 81 00 00 01;
00:05:27.850;182;Std;;00 00 00 00 00 00 00 00;
00:05:27.852;282;Std;;00 00 00 00 DC 00 D9 00;
00:05:27.855;382;Std;;01 00 01 00 4F 50 00 00;
00:05:27.856;1AE;Std;;00 00 00 00 00;
00:05:27.856;2AE;Std;;00 00 00 00 00 00 00 00;
00:05:27.857;3AE;Std;;00 00 00 00 00 00 00 00;
00:05:27.857;18F;Std;;00 20 05 00;
00:05:27.857;482;Std;;00 00 FD FF 00 00 17 01;
00:05:27.858;22E;Std;;00 00 FF FF 00 07 07 00;
00:05:27.858;42E;Std;;11 00 00 00 C0 78 00 03;
00:05:27.859;183;Std;;E4 00 B9 00 FF 00 03 00;
00:05:27.859;385;Std;;00 00 00 00 00 00 00 00;
00:05:27.861;283;Std;;01 00 05 00 00 00 00 00;
00:05:27.863;188;Std;;00 02 00 00 00 02 01 2E;
00:05:27.863;383;Std;;00 00 00 00 00 00 00 00;
00:05:27.864;24B;Std;;00 00 00 00 00 00 00 00;
00:05:27.865;24A;Std;;00 00 00 00 00 00 00 00;
00:05:27.865;24C;Std;;00 00 00 00 00 00 00 00;
00:05:27.866;483;Std;;00 00 00 00 00 00 00 00;
00:05:27.869;485;Std;;FA 01 FA 01 E7 02 00 00;
00:05:27.875;712;Std;;5;
00:05:27.876;70F;Std;;5;
00:05:27.877;3AF;Std;;00 00 00 00 00 00 00 00;
00:05:27.879;287;Std;;00 00 00 00 00 00 00 00;
00:05:27.890;189;Std;;00 00 00 00 00 00 00 00;
00:05:27.892;702;Std;;5;
00:05:27.893;289;Std;;00 00 00 00 C4 00 C1 00;
00:05:27.895;389;Std;;01 00 01 00 4F 50 00 00;
00:05:27.897;489;Std;;00 00 FB FF 00 00 22 01;
00:05:27.897;80;Std;;;
00:05:27.899;18A;Std;;D9 00 A7 00 D7 00 03 00;
00:05:27.900;184;Std;;00 00 00 00 00 07 0F 01;
00:05:27.900;18B;Std;;01 00 00 00;
00:05:27.900;28B;Std;;1C 00 F3 FF 0F 00 58 00;
00:05:27.901;29B;Std;;BD FF BD FF C0 FF BA FF;
00:05:27.901;1FB;Std;;00 00 05 05 05 05 05 05;
00:05:27.902;28A;Std;;07 00 01 00 00 00 00 00;
00:05:27.904;38A;Std;;00 00 00 00 00 00 00 00;
00:05:27.906;48A;Std;;00 00 00 00 00 40 00 00;
00:05:27.908;202;Std;;00 00 00 00 D4 30 D4 30;
00:05:27.908;302;Std;;00 00 CF 18 F4 01 00 00;
00:05:27.909;402;Std;;00 00 00 00 00 00 00 00;
00:05:27.909;209;Std;;00 00 00 00 D4 30 D4 30;
00:05:27.910;284;Std;;31 02 E0 27 4A 20 11 00;
00:05:27.910;309;Std;;00 00 CF 18 2C 01 00 00;
00:05:27.911;409;Std;;00 00 00 00 00 00 00 00;
00:05:27.911;204;Std;;00 00 00 00 00 00 00 00;
00:05:27.912;304;Std;;00 00 00 00 00 00 00 00;
00:05:27.912;20F;Std;;00 04 04 04 01 00;
00:05:27.913;20B;Std;;81 00 00 00;
00:05:27.917;4AE;Std;;00 00 00 00 00 00 00 00;
00:05:27.917;1AF;Std;;00 00 00 00 00 00 00 00;
00:05:27.918;2AF;Std;;00 00 00 00 00 00 00 00;
00:05:27.919;384;Std;;C4 02 F8 01 F5 01 F7 01;
00:05:27.929;484;Std;;00 00 00 00 00 00 00 00;
00:05:27.936;1AD;Std;;0C 00 01 01 05 01 01 00;
00:05:27.936;2AD;Std;;00 00 00 00 00 00 00 00;
00:05:27.937;3AD;Std;;00 00 00 00 00 00 00 00;
00:05:27.937;4AD;Std;;20 00 00 00 00 00 00 00;
00:05:27.939;185;Std;;FD B3 49 F0 01 03 BB 33;
00:05:27.949;285;Std;;01 00 90 42 81 00 00 01;
00:05:27.955;1AE;Std;;00 00 00 00 00;
00:05:27.956;2AE;Std;;00 00 00 00 00 00 00 00;
00:05:27.956;3AE;Std;;00 00 00 00 00 00 00 00;
00:05:27.957;18F;Std;;00 20 05 00;
00:05:27.958;48F;Std;;01 00 00 00 00 00;
00:05:27.959;22E;Std;;00 00 00 00 00 07 07 00;
00:05:27.959;385;Std;;00 00 00 00 00 00 00 00;
00:05:27.960;42E;Std;;11 00 00 00 C0 78 00 04;
00:05:27.960;52E;Std;;00 01 00 05 00 07 00 01;
00:05:27.961;182;Std;;00 00 00 00 00 00 00 00;
00:05:27.962;282;Std;;00 00 00 00 DC 00 D9 00;
00:05:27.963;188;Std;;00 02 00 00 00 02 01 2F;
00:05:27.965;382;Std;;01 00 01 00 4F 50 00 00;
00:05:27.966;24B;Std;;00 00 00 00 00 00 00 00;
00:05:27.966;24A;Std;;00 00 00 00 00 00 00 00;
00:05:27.967;24C;Std;;00 00 00 00 00 00 00 00;
00:05:27.967;482;Std;;00 00 FD FF 00 00 17 01;
00:05:27.969;183;Std;;E4 00 B9 00 FF 00 03 00;
00:05:27.969;485;Std;;FA 01 FA 01 E7 02 00 00;
00:05:27.971;283;Std;;01 00 05 00 00 00 00 00;
00:05:27.973;383;Std;;00 00 00 00 00 00 00 00;
00:05:27.976;483;Std;;00 00 00 00 00 40 00 00;
00:05:27.977;3AF;Std;;00 00 00 00 00 00 00 00;
00:05:27.996;80;Std;;;
00:05:27.999;18B;Std;;01 00 00 00;
00:05:27.999;28B;Std;;24 00 F3 FF 15 00 5D 00;
00:05:28.000;184;Std;;00 00 00 00 00 07 0F 01;
00:05:28.000;29B;Std;;BD FF C0 FF BD FF BA FF;
00:05:28.001;189;Std;;00 00 00 00 00 00 00 00;
00:05:28.001;1FB;Std;;00 00 05 05 05 05 05 05;
00:05:28.003;289;Std;;00 00 00 00 C4 00 C1 00;
00:05:28.005;389;Std;;01 00 01 00 4F 50 00 00;
00:05:28.006;202;Std;;00 00 00 00 D4 30 D4 30;
00:05:28.007;302;Std;;00 00 CF 08 F4 01 00 00;
00:05:28.007;489;Std;;00 00 FA FF 00 00 22 01;
00:05:28.008;402;Std;;00 00 00 00 00 00 00 00;
00:05:28.008;209;Std;;00 00 00 00 D4 30 D4 30;
00:05:28.009;309;Std;;00 00 CF 08 2C 01 00 00;
00:05:28.009;18A;Std;;D9 00 A7 00 D7 00 03 00;
00:05:28.010;284;Std;;31 02 E0 27 4A 20 11 00;
00:05:28.010;409;Std;;00 00 00 00 00 00 00 00;
00:05:28.011;204;Std;;00 00 00 00 00 00 00 00;
00:05:28.011;28A;Std;;07 00 01 00 00 00 00 00;
00:05:28.012;304;Std;;00 00 00 00 00 00 00 00;
00:05:28.012;20F;Std;;00 04 04 04 01 00;
00:05:28.013;20B;Std;;81 00 00 00;
00:05:28.013;214;Std;;02 00 00 00 00 00 00 00;
