ASCII Trace IXXAT MiniMon V3  Version: 1.1.4.4543
Date: 15.06.2022
Start time: 13:51:01
Stop time: 13:51:09
Overruns: 0  Errorframes: 0                                          
Baudrate: 250 kbit/s
"Time";"Identifier (hex)";"Format";"Flags";"Data (hex)"
"00:51:17.384";"42E";"Std";"";"11 00 00 00 C0 78 00 03"
"00:51:17.385";"384";"Std";"";"18 00 00 00 DF 01 E1 01"
"00:51:17.386";"706";"Std";"";"05"
"00:51:17.386";"286";"Std";"";"7B 96 7A 7B 00 00 0C 00"
"00:51:17.387";"186";"Std";"";"04 00 4E 01 2F 00 01 00"
"00:51:17.389";"24B";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.389";"24A";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.390";"24C";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.395";"484";"Std";"";"12 01 10 01 0F 01 0D 01"
"00:51:17.399";"194";"Std";"";"01 00 23 01 23 01 36 01"
"00:51:17.400";"494";"Std";"";"39 01 47 01 0F 01 11 01"
"00:51:17.400";"394";"Std";"";"02 00 03 00 06 00 00 00"
"00:51:17.401";"294";"Std";"";"00 00 01 00 01 00 00 00"
"00:51:17.405";"185";"Std";"";"DD B3 49 00 00 03 83 33"
"00:51:17.414";"2AD";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.414";"4AD";"Std";"";"20 00 00 00 00 00 00 00"
"00:51:17.415";"1AE";"Std";"";"00 00 00 00 00"
"00:51:17.415";"285";"Std";"";"03 03 90 42 81 00 00 01"
"00:51:17.419";"80";"Std";"";""
"00:51:17.423";"18B";"Std";"";"01 00 00 00"
"00:51:17.423";"182";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.424";"28B";"Std";"";"21 00 F6 FF 17 00 58 00"
"00:51:17.424";"29B";"Std";"";"BD FF BD FF BD FF BD FF"
"00:51:17.425";"1FB";"Std";"";"00 00 05 05 05 05 05 05"
"00:51:17.425";"385";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.426";"282";"Std";"";"00 00 00 00 DB 00 D8 00"
"00:51:17.427";"382";"Std";"";"01 00 01 00 4F 50 00 00"
"00:51:17.429";"18F";"Std";"";"00 20 05 00"
"00:51:17.430";"482";"Std";"";"00 00 FD FF 00 00 1C 01"
"00:51:17.430";"202";"Std";"";"00 00 00 00 D4 30 D4 30"
"00:51:17.431";"302";"Std";"";"00 00 4F 08 F4 01 00 00"
"00:51:17.431";"402";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.432";"209";"Std";"";"00 00 00 00 D4 30 D4 30"
"00:51:17.432";"183";"Std";"";"E7 00 BA 00 FB 00 03 00"
"00:51:17.433";"309";"Std";"";"00 00 4F 08 2C 01 00 00"
"00:51:17.433";"409";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.434";"204";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.434";"283";"Std";"";"01 00 05 00 00 00 00 00"
"00:51:17.435";"304";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.435";"2AE";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.436";"212";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.436";"383";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.437";"20F";"Std";"";"00 04 04 04 01 00"
"00:51:17.437";"3AE";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.438";"30F";"Std";"";"53 CB F8 02 DD 36"
"00:51:17.438";"485";"Std";"";"FA 01 FA 01 7E 02 00 00"
"00:51:17.438";"20B";"Std";"";"81 00 00 00"
"00:51:17.439";"483";"Std";"";"00 00 00 00 00 40 00 00"
"00:51:17.439";"486";"Std";"";"38 00 00 00 A0 0A 00 00"
"00:51:17.440";"386";"Std";"";"0A 19 00 AA 80 02 80 02"
"00:51:17.440";"4AE";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.441";"1AF";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.441";"709";"Std";"";"05"
"00:51:17.449";"70F";"Std";"";"05"
"00:51:17.452";"188";"Std";"";"00 02 00 00 00 02 01 58"
"00:51:17.454";"1AD";"Std";"";"0C 00 01 01 05 01 01 00"
"00:51:17.455";"2AF";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.455";"3AF";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.458";"189";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.461";"289";"Std";"";"00 00 00 00 C4 00 C1 00"
"00:51:17.463";"389";"Std";"";"01 00 01 00 4F 50 00 00"
"00:51:17.465";"489";"Std";"";"00 00 FA FF 00 00 25 01"
"00:51:17.465";"184";"Std";"";"00 00 00 00 00 00 0F 01"
"00:51:17.467";"18A";"Std";"";"D9 00 A9 00 D5 00 03 00"
"00:51:17.469";"28A";"Std";"";"07 00 01 00 00 00 00 00"
"00:51:17.472";"38A";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.474";"48A";"Std";"";"00 00 00 00 00 40 00 00"
"00:51:17.475";"284";"Std";"";"31 02 E0 27 4A 20 11 00"
"00:51:17.479";"3AD";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.483";"42E";"Std";"";"11 00 00 00 C0 78 00 04"
"00:51:17.484";"52E";"Std";"";"00 01 00 05 00 07 00 01"
"00:51:17.485";"384";"Std";"";"18 00 00 00 DF 01 E1 01"
"00:51:17.486";"286";"Std";"";"7B 97 7A 7B 00 00 0C 00"
"00:51:17.486";"186";"Std";"";"04 00 50 01 30 00 01 00"
"00:51:17.488";"24B";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.488";"24A";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.489";"24C";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.495";"484";"Std";"";"11 01 10 01 0F 01 0D 01"
"00:51:17.505";"185";"Std";"";"DD B3 49 00 00 03 83 33"
"00:51:17.509";"702";"Std";"";"05"
"00:51:17.514";"2AD";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.514";"4AD";"Std";"";"20 00 00 00 00 00 00 00"
"00:51:17.515";"1AE";"Std";"";"00 00 00 00 00"
"00:51:17.515";"285";"Std";"";"03 03 90 42 81 00 00 01"
"00:51:17.519";"80";"Std";"";""
"00:51:17.522";"18B";"Std";"";"01 00 00 00"
"00:51:17.522";"28B";"Std";"";"21 00 F6 FF 0F 00 5D 00"
"00:51:17.523";"29B";"Std";"";"BD FF BD FF C0 FF C0 FF"
"00:51:17.523";"1FB";"Std";"";"00 00 05 05 05 05 05 05"
"00:51:17.525";"385";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.529";"18F";"Std";"";"00 20 05 00"
"00:51:17.529";"202";"Std";"";"00 00 00 00 D4 30 D4 30"
"00:51:17.530";"48F";"Std";"";"01 00 00 00 00 00"
"00:51:17.530";"302";"Std";"";"00 00 4F 18 F4 01 00 00"
"00:51:17.531";"402";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.531";"209";"Std";"";"00 00 00 00 D4 30 D4 30"
"00:51:17.532";"309";"Std";"";"00 00 4F 18 2C 01 00 00"
"00:51:17.533";"409";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.533";"182";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.534";"204";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.534";"304";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.535";"20F";"Std";"";"00 04 04 04 01 00"
"00:51:17.535";"1AF";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.535";"20B";"Std";"";"81 00 00 00"
"00:51:17.536";"282";"Std";"";"00 00 00 00 DB 00 D8 00"
"00:51:17.536";"485";"Std";"";"FA 01 FA 01 7E 02 00 00"
"00:51:17.537";"486";"Std";"";"38 00 00 00 A0 0A 00 00"
"00:51:17.537";"382";"Std";"";"01 00 01 00 4F 50 00 00"
"00:51:17.538";"386";"Std";"";"0A 19 00 AA 80 02 80 02"
"00:51:17.540";"482";"Std";"";"00 00 FC FF 00 00 1C 01"
"00:51:17.542";"183";"Std";"";"E7 00 BA 00 FB 00 03 00"
"00:51:17.544";"283";"Std";"";"01 00 05 00 00 00 00 00"
"00:51:17.545";"187";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.546";"712";"Std";"";"05"
"00:51:17.546";"383";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.548";"483";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.551";"188";"Std";"";"00 02 00 00 00 02 01 59"
"00:51:17.552";"70B";"Std";"";"05"
"00:51:17.555";"1AD";"Std";"";"0C 00 01 01 05 01 01 00"
"00:51:17.555";"2AE";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.556";"3AE";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.556";"4AE";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.557";"2AF";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.557";"3AF";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.565";"184";"Std";"";"00 00 00 00 00 00 0F 01"
"00:51:17.568";"189";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.571";"289";"Std";"";"00 00 00 00 C4 00 C1 00"
"00:51:17.573";"389";"Std";"";"01 00 01 00 4F 50 00 00"
"00:51:17.575";"489";"Std";"";"00 00 FA FF 00 00 25 01"
"00:51:17.575";"284";"Std";"";"31 02 E0 27 4A 20 11 00"
"00:51:17.577";"18A";"Std";"";"D9 00 A9 00 D5 00 03 00"
"00:51:17.578";"3AD";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.579";"28A";"Std";"";"07 00 01 00 00 00 00 00"
"00:51:17.582";"38A";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.583";"42E";"Std";"";"11 00 00 00 C0 78 00 05"
"00:51:17.584";"52E";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.584";"48A";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.585";"384";"Std";"";"19 00 00 00 DF 01 E0 01"
"00:51:17.586";"286";"Std";"";"7B 97 7A 7B 00 00 0C 00"
"00:51:17.586";"186";"Std";"";"04 00 50 01 30 00 01 00"
"00:51:17.588";"24B";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.588";"24A";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.589";"24C";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.595";"484";"Std";"";"11 01 10 01 0F 01 0D 01"
"00:51:17.605";"185";"Std";"";"DD B3 49 00 00 03 83 33"
"00:51:17.614";"2AD";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.614";"4AD";"Std";"";"20 00 00 00 00 00 00 00"
"00:51:17.615";"1AE";"Std";"";"00 00 00 00 00"
"00:51:17.615";"285";"Std";"";"03 03 90 42 81 00 00 01"
"00:51:17.620";"80";"Std";"";""
"00:51:17.624";"18B";"Std";"";"01 00 00 00"
"00:51:17.624";"28B";"Std";"";"21 00 F6 FF 12 00 5D 00"
"00:51:17.625";"29B";"Std";"";"C0 FF C2 FF BD FF BD FF"
"00:51:17.625";"1FB";"Std";"";"00 00 05 05 05 05 05 05"
"00:51:17.626";"385";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.629";"18F";"Std";"";"00 20 05 00"
"00:51:17.631";"202";"Std";"";"00 00 00 00 D4 30 D4 30"
"00:51:17.631";"302";"Std";"";"00 00 4F 08 F4 01 00 00"
"00:51:17.632";"402";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.632";"209";"Std";"";"00 00 00 00 D4 30 D4 30"
"00:51:17.633";"309";"Std";"";"00 00 4F 08 2C 01 00 00"
"00:51:17.633";"409";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.634";"204";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.634";"304";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.635";"1AF";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.635";"20F";"Std";"";"00 04 04 04 01 00"
"00:51:17.636";"485";"Std";"";"FA 01 FA 01 7E 02 00 00"
"00:51:17.636";"20B";"Std";"";"81 00 00 00"
"00:51:17.637";"486";"Std";"";"38 00 00 00 A0 0A 00 00"
"00:51:17.637";"22E";"Std";"";"1B 1A FF FF 00 07 07 00"
"00:51:17.638";"386";"Std";"";"0A 19 00 AA 80 02 80 02"
"00:51:17.643";"182";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.645";"282";"Std";"";"00 00 00 00 DB 00 D8 00"
"00:51:17.647";"382";"Std";"";"01 00 01 00 4F 50 00 00"
"00:51:17.649";"70F";"Std";"";"05"
"00:51:17.650";"482";"Std";"";"00 00 FC FF 00 00 1C 01"
"00:51:17.651";"188";"Std";"";"00 02 00 00 00 02 01 5A"
"00:51:17.652";"183";"Std";"";"E7 00 BA 00 FB 00 03 00"
"00:51:17.654";"283";"Std";"";"01 00 05 00 00 00 00 00"
"00:51:17.654";"1AD";"Std";"";"0C 00 01 01 05 01 01 00"
"00:51:17.655";"2AE";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.655";"3AE";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.656";"4AE";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.656";"2AF";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.657";"383";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.657";"3AF";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.658";"483";"Std";"";"00 00 00 00 00 40 00 00"
"00:51:17.665";"184";"Std";"";"00 00 00 00 00 00 0F 01"
"00:51:17.675";"284";"Std";"";"31 02 E0 27 4A 20 11 00"
"00:51:17.678";"3AD";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.679";"189";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.681";"289";"Std";"";"00 00 00 00 C4 00 C1 00"
"00:51:17.682";"42E";"Std";"";"11 00 00 00 C0 78 00 06"
"00:51:17.683";"389";"Std";"";"01 00 01 00 4F 50 00 00"
"00:51:17.685";"489";"Std";"";"00 00 FB FF 00 00 25 01"
"00:51:17.685";"286";"Std";"";"7B 97 7A 7B 00 00 0C 00"
"00:51:17.686";"186";"Std";"";"04 00 51 01 31 00 01 00"
"00:51:17.686";"384";"Std";"";"19 00 00 00 DE 01 E1 01"
"00:51:17.687";"18A";"Std";"";"D9 00 A9 00 D4 00 03 00"
"00:51:17.688";"24B";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.689";"24A";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.689";"28A";"Std";"";"07 00 01 00 00 00 00 00"
"00:51:17.690";"24C";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.692";"38A";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.694";"48A";"Std";"";"00 00 00 00 00 40 00 00"
"00:51:17.695";"484";"Std";"";"11 01 10 01 0F 01 0D 01"
"00:51:17.705";"185";"Std";"";"DD B3 49 00 00 03 83 33"
"00:51:17.714";"2AD";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.714";"4AD";"Std";"";"20 00 00 00 00 00 00 00"
"00:51:17.715";"1AE";"Std";"";"00 00 00 00 00"
"00:51:17.715";"285";"Std";"";"03 03 90 42 81 00 00 01"
"00:51:17.720";"80";"Std";"";""
"00:51:17.723";"18B";"Std";"";"01 00 00 00"
"00:51:17.723";"28B";"Std";"";"21 00 F3 FF 15 00 55 00"
"00:51:17.724";"29B";"Std";"";"C0 FF C0 FF C0 FF BD FF"
"00:51:17.724";"1FB";"Std";"";"00 00 05 05 05 05 05 05"
"00:51:17.725";"385";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.729";"18F";"Std";"";"00 20 05 00"
"00:51:17.729";"28F";"Std";"";"FF 1F 83 00 00 00"
"00:51:17.730";"202";"Std";"";"00 00 00 00 D4 30 D4 30"
"00:51:17.731";"38F";"Std";"";"00 00 01 03"
"00:51:17.731";"302";"Std";"";"00 00 4F 08 F4 01 00 00"
"00:51:17.732";"48F";"Std";"";"01 00 00 00 00 00"
"00:51:17.732";"402";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.733";"209";"Std";"";"00 00 00 00 D4 30 D4 30"
"00:51:17.733";"309";"Std";"";"00 00 4F 08 2C 01 00 00"
"00:51:17.733";"72D";"Std";"";"05"
"00:51:17.734";"409";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.734";"204";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.735";"1AF";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.735";"304";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.736";"485";"Std";"";"FA 01 FA 01 7E 02 00 00"
"00:51:17.736";"20F";"Std";"";"00 04 04 04 01 00"
"00:51:17.737";"486";"Std";"";"38 00 00 00 A0 0A 00 00"
"00:51:17.737";"20B";"Std";"";"81 00 00 00"
"00:51:17.738";"386";"Std";"";"0A 19 00 AA 80 02 80 02"
"00:51:17.738";"214";"Std";"";"02 00 00 00 00 00 00 00"
"00:51:17.739";"314";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.751";"708";"Std";"";"05"
"00:51:17.752";"188";"Std";"";"00 02 00 00 00 02 01 5B"
"00:51:17.753";"182";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.754";"1AD";"Std";"";"0C 00 01 01 05 01 01 00"
"00:51:17.755";"2AE";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.755";"282";"Std";"";"00 00 00 00 DB 00 D8 00"
"00:51:17.756";"3AE";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.756";"4AE";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.757";"2AF";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.757";"3AF";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.758";"382";"Std";"";"01 00 01 00 4F 50 00 00"
"00:51:17.760";"482";"Std";"";"00 00 FD FF 00 00 1C 01"
"00:51:17.762";"183";"Std";"";"E7 00 BA 00 FB 00 03 00"
"00:51:17.764";"283";"Std";"";"02 00 05 00 00 00 00 00"
"00:51:17.766";"184";"Std";"";"00 00 00 00 00 00 0F 01"
"00:51:17.766";"383";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.768";"483";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.775";"284";"Std";"";"31 02 E0 27 4A 20 11 00"
"00:51:17.778";"3AD";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.783";"22E";"Std";"";"1B 1A 00 00 00 07 07 00"
"00:51:17.783";"42E";"Std";"";"11 00 00 00 C0 78 00 07"
"00:51:17.784";"52E";"Std";"";"30 D4 30 D4 30 D4 30 D4"
"00:51:17.785";"286";"Std";"";"7B 97 7A 7B 00 00 0C 00"
"00:51:17.785";"186";"Std";"";"04 00 51 01 31 00 01 00"
"00:51:17.786";"384";"Std";"";"19 00 00 00 DF 01 E1 01"
"00:51:17.788";"24B";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.789";"189";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.789";"24A";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.790";"24C";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.791";"289";"Std";"";"00 00 00 00 C4 00 C1 00"
"00:51:17.793";"389";"Std";"";"01 00 01 00 4F 50 00 00"
"00:51:17.795";"489";"Std";"";"00 00 FB FF 00 00 25 01"
"00:51:17.795";"484";"Std";"";"12 01 10 01 10 01 0D 01"
"00:51:17.797";"18A";"Std";"";"D9 00 A9 00 D5 00 03 00"
"00:51:17.799";"28A";"Std";"";"07 00 01 00 00 00 00 00"
"00:51:17.802";"38A";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.804";"48A";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.805";"185";"Std";"";"DD B3 49 00 00 03 83 33"
"00:51:17.806";"392";"Std";"";"00 01 84 34 15 15 16 07"
"00:51:17.814";"2AD";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.815";"4AD";"Std";"";"20 00 00 00 00 00 00 00"
"00:51:17.815";"1AE";"Std";"";"00 00 00 00 00"
"00:51:17.815";"285";"Std";"";"03 03 90 42 81 00 00 01"
"00:51:17.820";"80";"Std";"";""
"00:51:17.822";"18B";"Std";"";"01 00 00 00"
"00:51:17.822";"28B";"Std";"";"1C 00 F6 FF 15 00 58 00"
"00:51:17.823";"29B";"Std";"";"BD FF BD FF BD FF BD FF"
"00:51:17.823";"1FB";"Std";"";"00 00 05 05 05 05 05 05"
"00:51:17.825";"385";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.829";"18F";"Std";"";"00 20 05 00"
"00:51:17.831";"202";"Std";"";"00 00 00 00 D4 30 D4 30"
"00:51:17.831";"302";"Std";"";"00 00 4F 18 F4 01 00 00"
"00:51:17.832";"402";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.832";"209";"Std";"";"00 00 00 00 D4 30 D4 30"
"00:51:17.833";"309";"Std";"";"00 00 4F 18 2C 01 00 00"
"00:51:17.833";"409";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.834";"204";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.834";"304";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.835";"1AF";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.835";"20F";"Std";"";"00 04 04 04 01 00"
"00:51:17.836";"485";"Std";"";"FA 01 FA 01 7E 02 00 00"
"00:51:17.836";"20B";"Std";"";"81 00 00 00"
"00:51:17.837";"486";"Std";"";"38 00 00 00 A0 0A 00 00"
"00:51:17.837";"386";"Std";"";"0A 19 00 AA 80 02 80 02"
"00:51:17.849";"70F";"Std";"";"05"
"00:51:17.851";"188";"Std";"";"00 02 00 00 00 02 01 5C"
"00:51:17.854";"1AD";"Std";"";"0C 00 01 01 05 01 01 00"
"00:51:17.854";"704";"Std";"";"05"
"00:51:17.855";"4AE";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.855";"2AF";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.856";"3AF";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.863";"182";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.865";"282";"Std";"";"00 00 00 00 DB 00 D8 00"
"00:51:17.866";"184";"Std";"";"00 00 00 00 00 00 0F 01"
"00:51:17.867";"382";"Std";"";"01 00 01 00 4F 50 00 00"
"00:51:17.870";"482";"Std";"";"00 00 FC FF 00 00 1C 01"
"00:51:17.872";"183";"Std";"";"E7 00 BA 00 FB 00 03 00"
"00:51:17.874";"283";"Std";"";"02 00 05 00 00 00 00 00"
"00:51:17.876";"284";"Std";"";"31 02 E0 27 4A 20 11 00"
"00:51:17.876";"383";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.878";"483";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.879";"3AD";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.879";"2AE";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.880";"3AE";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.881";"42E";"Std";"";"11 00 00 00 C0 78 00 08"
"00:51:17.881";"52E";"Std";"";"05 00 01 08 01 24 00 00"
"00:51:17.885";"286";"Std";"";"7B 97 7A 7B 00 00 0C 00"
"00:51:17.885";"186";"Std";"";"04 00 52 01 31 00 01 00"
"00:51:17.886";"384";"Std";"";"1A 00 00 00 DF 01 E1 01"
"00:51:17.886";"24B";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.887";"24A";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.887";"24C";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.895";"484";"Std";"";"11 01 10 01 0F 01 0D 01"
"00:51:17.898";"189";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.899";"194";"Std";"";"01 00 23 01 23 01 36 01"
"00:51:17.900";"494";"Std";"";"39 01 47 01 0F 01 11 01"
"00:51:17.900";"394";"Std";"";"03 00 03 00 06 00 00 00"
"00:51:17.901";"289";"Std";"";"00 00 00 00 C4 00 C1 00"
"00:51:17.901";"294";"Std";"";"00 00 01 00 00 00 00 00"
"00:51:17.903";"389";"Std";"";"01 00 01 00 4F 50 00 00"
"00:51:17.905";"489";"Std";"";"00 00 FB FF 00 00 25 01"
"00:51:17.905";"185";"Std";"";"DD B3 49 00 00 03 83 33"
"00:51:17.907";"18A";"Std";"";"D9 00 A9 00 D5 00 03 00"
"00:51:17.909";"28A";"Std";"";"07 00 01 00 00 00 00 00"
"00:51:17.912";"38A";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.914";"48A";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.914";"2AD";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.915";"4AD";"Std";"";"20 00 00 00 00 00 00 00"
"00:51:17.915";"1AE";"Std";"";"00 00 00 00 00"
"00:51:17.916";"285";"Std";"";"03 03 90 42 81 00 00 01"
"00:51:17.922";"701";"Std";"";"05"
"00:51:17.922";"80";"Std";"";""
"00:51:17.924";"18B";"Std";"";"01 00 00 00"
"00:51:17.924";"28B";"Std";"";"1C 00 F3 FF 17 00 5D 00"
"00:51:17.925";"29B";"Std";"";"BD FF C0 FF BD FF BD FF"
"00:51:17.925";"1FB";"Std";"";"00 00 05 05 05 05 05 05"
"00:51:17.926";"385";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.929";"18F";"Std";"";"00 20 05 00"
"00:51:17.929";"48F";"Std";"";"01 00 00 00 00 00"
"00:51:17.933";"202";"Std";"";"00 00 00 00 D4 30 D4 30"
"00:51:17.933";"302";"Std";"";"00 00 4F 08 F4 01 00 00"
"00:51:17.934";"402";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.934";"209";"Std";"";"00 00 00 00 D4 30 D4 30"
"00:51:17.935";"486";"Std";"";"38 00 00 00 A0 0A 00 00"
"00:51:17.935";"309";"Std";"";"00 00 4F 08 2C 01 00 00"
"00:51:17.936";"386";"Std";"";"0A 19 00 AA 80 02 80 02"
"00:51:17.936";"409";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.937";"485";"Std";"";"FA 01 FA 01 7E 02 00 00"
"00:51:17.937";"204";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.938";"304";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.938";"20F";"Std";"";"00 04 04 04 01 00"
"00:51:17.939";"30F";"Std";"";"44 CD F8 02 DD 36"
"00:51:17.939";"20B";"Std";"";"81 00 00 00"
"00:51:17.940";"709";"Std";"";"05"
"00:51:17.951";"188";"Std";"";"00 02 00 00 00 02 01 5D"
"00:51:17.954";"1AD";"Std";"";"0C 00 01 01 05 01 01 00"
"00:51:17.955";"4AE";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.955";"1AF";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.956";"2AF";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.956";"3AF";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.966";"184";"Std";"";"00 00 00 00 00 00 0F 01"
"00:51:17.973";"182";"Std";"";"00 00 00 00 00 00 00 00"
"00:51:17.975";"282";"Std";"";"00 00 00 00 DB 00 D8 00"
"00:51:17.976";"284";"Std";"";"31 02 E0 27 4A 20 11 00"
"00:51:17.977";"382";"Std";"";"01 00 01 00 4F 50 00 00"
"00:51:17.978";"3AD";"Std";"";"00 00 00 00 00 00 00 00"
